Id,MathScore,ReadingScore,WritingScore
2182752,61.0,74.0,72.0
2182753,43.0,54.0,49.0
2182754,83.0,79.0,81.0
2182755,73.0,77.0,76.0
2182756,59.0,58.0,56.0
2182757,79.0,82.0,74.0
2182758,72.0,78.0,79.0
2182759,59.0,59.0,62.0
2182760,58.0,51.0,44.0
2182761,68.0,70.0,71.0
2182762,64.0,65.0,62.0
2182763,57.0,62.0,54.0
2182764,41.0,55.0,57.0
2182765,66.0,63.0,61.0
2182766,,51.0,53.0
2182767,50.0,59.0,54.0
2182768,65.0,77.0,75.0
2182769,56.0,56.0,52.0
2182770,83.0,82.0,78.0
2182771,63.0,63.0,56.0
2182772,57.0,50.0,55.0
2182773,79.0,92.0,
2182774,57.0,45.0,46.0
2182775,71.0,65.0,66.0
2182776,52.0,45.0,41.0
2182777,68.0,63.0,66.0
2182778,73.0,81.0,75.0
2182779,58.0,69.0,78.0
2182780,89.0,83.0,82.0
2182781,67.0,83.0,79.0
2182782,72.0,81.0,82.0
2182783,71.0,83.0,74.0
2182784,77.0,92.0,96.0
2182785,88.0,90.0,93.0
2182786,68.0,70.0,66.0
2182787,69.0,75.0,74.0
2182788,,88.0,89.0
2182789,79.0,75.0,72.0
2182790,56.0,58.0,51.0
2182791,32.0,40.0,38.0
2182792,97.0,91.0,98.0
2182793,80.0,71.0,68.0
2182794,82.0,81.0,76.0
2182795,79.0,84.0,83.0
2182796,45.0,,56.0
2182797,73.0,80.0,
2182798,81.0,86.0,87.0
2182799,57.0,77.0,73.0
2182800,56.0,63.0,53.0
2182801,59.0,58.0,64.0
2182802,87.0,95.0,97.0
2182803,62.0,69.0,67.0
2182804,62.0,65.0,72.0
2182805,,60.0,60.0
2182806,94.0,100.0,94.0
2182807,71.0,75.0,79.0
2182808,49.0,45.0,45.0
2182809,73.0,87.0,86.0
2182810,87.0,82.0,86.0
2182811,70.0,74.0,74.0
2182812,69.0,80.0,79.0
2182813,73.0,90.0,81.0
2182814,71.0,67.0,61.0
2182815,71.0,77.0,73.0
2182816,62.0,58.0,65.0
2182817,42.0,57.0,53.0
2182818,49.0,44.0,41.0
2182819,80.0,87.0,89.0
2182820,70.0,,94.0
2182821,70.0,86.0,83.0
2182822,66.0,60.0,
2182823,92.0,,88.0
2182824,63.0,87.0,77.0
2182825,69.0,,88.0
2182826,46.0,44.0,42.0
2182827,38.0,46.0,41.0
2182828,47.0,54.0,
2182829,77.0,76.0,83.0
2182830,41.0,55.0,55.0
2182831,63.0,80.0,82.0
2182832,79.0,,64.0
2182833,53.0,60.0,50.0
2182834,58.0,51.0,43.0
2182835,81.0,78.0,76.0
2182836,47.0,46.0,36.0
2182837,92.0,,100.0
2182838,75.0,62.0,61.0
2182839,61.0,57.0,56.0
2182840,35.0,35.0,31.0
2182841,80.0,93.0,93.0
2182842,38.0,43.0,48.0
2182843,45.0,49.0,46.0
2182844,80.0,90.0,94.0
2182845,72.0,73.0,74.0
2182846,66.0,52.0,56.0
2182847,74.0,55.0,58.0
2182848,63.0,58.0,58.0
2182849,56.0,71.0,70.0
2182850,49.0,53.0,44.0
2182851,72.0,63.0,
2182852,70.0,63.0,67.0
2182853,66.0,,81.0
2182854,70.0,64.0,70.0
2182855,56.0,60.0,50.0
2182856,72.0,68.0,72.0
2182857,74.0,68.0,67.0
2182858,40.0,46.0,37.0
2182859,,62.0,70.0
2182860,68.0,72.0,61.0
2182861,,61.0,66.0
2182862,73.0,76.0,76.0
2182863,74.0,78.0,74.0
2182864,80.0,74.0,78.0
2182865,48.0,51.0,46.0
2182866,89.0,97.0,93.0
2182867,50.0,63.0,63.0
2182868,79.0,93.0,97.0
2182869,63.0,84.0,84.0
2182870,78.0,70.0,76.0
2182871,89.0,79.0,77.0
2182872,53.0,61.0,69.0
2182873,46.0,57.0,59.0
2182874,75.0,76.0,83.0
2182875,52.0,73.0,
2182876,81.0,75.0,
2182877,42.0,52.0,47.0
2182878,54.0,55.0,52.0
2182879,84.0,89.0,78.0
2182880,72.0,83.0,79.0
2182881,67.0,78.0,72.0
2182882,81.0,84.0,85.0
2182883,46.0,45.0,37.0
2182884,53.0,65.0,68.0
2182885,74.0,77.0,79.0
2182886,78.0,69.0,
2182887,72.0,80.0,85.0
2182888,85.0,96.0,97.0
2182889,53.0,59.0,59.0
2182890,32.0,48.0,47.0
2182891,55.0,66.0,68.0
2182892,48.0,53.0,58.0
2182893,66.0,61.0,63.0
2182894,59.0,71.0,73.0
2182895,56.0,53.0,55.0
2182896,67.0,63.0,59.0
2182897,55.0,53.0,59.0
2182898,66.0,62.0,
2182899,67.0,64.0,67.0
2182900,85.0,96.0,100.0
2182901,70.0,54.0,55.0
2182902,69.0,78.0,71.0
2182903,77.0,77.0,71.0
2182904,80.0,94.0,100.0
2182905,75.0,70.0,64.0
2182906,45.0,68.0,57.0
2182907,93.0,,85.0
2182908,53.0,58.0,60.0
2182909,70.0,86.0,81.0
2182910,70.0,83.0,76.0
2182911,60.0,54.0,
2182912,65.0,64.0,60.0
2182913,37.0,44.0,37.0
2182914,81.0,78.0,82.0
2182915,50.0,54.0,49.0
2182916,56.0,56.0,55.0
2182917,75.0,60.0,61.0
2182918,84.0,79.0,86.0
2182919,66.0,67.0,73.0
2182920,77.0,75.0,
2182921,59.0,62.0,65.0
2182922,72.0,92.0,89.0
2182923,89.0,100.0,93.0
2182924,61.0,77.0,75.0
2182925,54.0,46.0,47.0
2182926,70.0,81.0,
2182927,76.0,72.0,72.0
2182928,70.0,74.0,76.0
2182929,74.0,83.0,88.0
2182930,56.0,57.0,49.0
2182931,43.0,48.0,43.0
2182932,74.0,81.0,
2182933,53.0,58.0,63.0
2182934,54.0,64.0,65.0
2182935,84.0,98.0,92.0
2182936,76.0,69.0,67.0
2182937,97.0,97.0,91.0
2182938,88.0,90.0,86.0
2182939,83.0,83.0,75.0
2182940,88.0,81.0,78.0
2182941,91.0,98.0,99.0
2182942,76.0,89.0,91.0
2182943,77.0,70.0,73.0
2182944,63.0,45.0,42.0
2182945,37.0,62.0,56.0
2182946,85.0,76.0,74.0
2182947,74.0,85.0,83.0
2182948,69.0,63.0,70.0
2182949,56.0,55.0,61.0
2182950,59.0,63.0,57.0
2182951,67.0,83.0,79.0
2182952,76.0,68.0,66.0
2182953,62.0,68.0,71.0
2182954,48.0,68.0,66.0
2182955,68.0,59.0,61.0
2182956,60.0,72.0,68.0
2182957,68.0,75.0,73.0
2182958,87.0,96.0,97.0
2182959,48.0,45.0,39.0
2182960,,47.0,44.0
2182961,82.0,89.0,83.0
2182962,72.0,67.0,68.0
2182963,78.0,80.0,77.0
2182964,55.0,65.0,64.0
2182965,84.0,85.0,92.0
2182966,82.0,85.0,85.0
2182967,36.0,44.0,49.0
2182968,51.0,54.0,44.0
2182969,,73.0,77.0
2182970,79.0,93.0,83.0
2182971,62.0,,72.0
2182972,78.0,84.0,87.0
2182973,47.0,65.0,61.0
2182974,65.0,67.0,72.0
2182975,58.0,73.0,73.0
2182976,88.0,100.0,100.0
2182977,78.0,76.0,79.0
2182978,57.0,62.0,57.0
2182979,70.0,64.0,67.0
2182980,81.0,89.0,90.0
2182981,63.0,64.0,59.0
2182982,64.0,48.0,63.0
2182983,67.0,63.0,66.0
2182984,82.0,82.0,81.0
2182985,70.0,65.0,60.0
2182986,68.0,81.0,86.0
2182987,64.0,52.0,51.0
2182988,61.0,76.0,72.0
2182989,,90.0,82.0
2182990,52.0,60.0,63.0
2182991,62.0,80.0,72.0
2182992,67.0,76.0,71.0
2182993,71.0,75.0,71.0
2182994,88.0,99.0,95.0
2182995,52.0,71.0,62.0
2182996,65.0,78.0,80.0
2182997,61.0,67.0,66.0
2182998,75.0,62.0,65.0
2182999,65.0,64.0,62.0
2183000,75.0,73.0,63.0
2183001,58.0,71.0,68.0
2183002,67.0,65.0,54.0
2183003,86.0,92.0,90.0
2183004,81.0,76.0,77.0
2183005,80.0,100.0,
2183006,65.0,61.0,49.0
2183007,57.0,66.0,
2183008,60.0,58.0,54.0
2183009,42.0,59.0,54.0
2183010,62.0,68.0,64.0
2183011,66.0,71.0,74.0
2183012,61.0,62.0,68.0
2183013,47.0,56.0,55.0
2183014,63.0,84.0,82.0
2183015,50.0,54.0,47.0
2183016,10.0,27.0,27.0
2183017,67.0,85.0,82.0
2183018,52.0,61.0,54.0
2183019,64.0,81.0,78.0
2183020,52.0,60.0,54.0
2183021,96.0,100.0,100.0
2183022,49.0,63.0,59.0
2183023,35.0,44.0,40.0
2183024,90.0,85.0,87.0
2183025,87.0,96.0,98.0
2183026,56.0,66.0,57.0
2183027,62.0,69.0,66.0
2183028,80.0,95.0,89.0
2183029,36.0,35.0,30.0
2183030,69.0,71.0,79.0
2183031,56.0,65.0,65.0
2183032,85.0,73.0,70.0
2183033,54.0,51.0,52.0
2183034,79.0,81.0,81.0
2183035,85.0,98.0,99.0
2183036,89.0,98.0,96.0
2183037,69.0,68.0,61.0
2183038,43.0,53.0,58.0
2183039,57.0,50.0,50.0
2183040,67.0,79.0,81.0
2183041,79.0,79.0,75.0
2183042,59.0,54.0,50.0
2183043,51.0,54.0,55.0
2183044,90.0,77.0,73.0
2183045,86.0,,82.0
2183046,53.0,63.0,56.0
2183047,58.0,79.0,70.0
2183048,85.0,83.0,90.0
2183049,48.0,44.0,45.0
2183050,41.0,41.0,45.0
2183051,66.0,72.0,69.0
2183052,66.0,66.0,70.0
2183053,63.0,72.0,75.0
2183054,81.0,83.0,
2183055,83.0,78.0,81.0
2183056,44.0,,41.0
2183057,85.0,82.0,86.0
2183058,73.0,85.0,82.0
2183059,80.0,66.0,63.0
2183060,90.0,,100.0
2183061,32.0,43.0,38.0
2183062,,68.0,65.0
2183063,27.0,35.0,30.0
2183064,60.0,60.0,59.0
2183065,60.0,51.0,49.0
2183066,58.0,57.0,61.0
2183067,85.0,93.0,97.0
2183068,49.0,36.0,33.0
2183069,37.0,36.0,33.0
2183070,70.0,59.0,58.0
2183071,42.0,51.0,56.0
2183072,39.0,52.0,54.0
2183073,95.0,100.0,100.0
2183074,64.0,69.0,64.0
2183075,65.0,52.0,50.0
2183076,45.0,37.0,29.0
2183077,60.0,65.0,62.0
2183078,77.0,84.0,
2183079,59.0,69.0,64.0
2183080,77.0,77.0,64.0
2183081,57.0,50.0,42.0
2183082,84.0,88.0,88.0
2183083,53.0,66.0,70.0
2183084,78.0,73.0,65.0
2183085,45.0,59.0,58.0
2183086,47.0,55.0,52.0
2183087,85.0,98.0,99.0
2183088,41.0,48.0,35.0
2183089,66.0,56.0,56.0
2183090,66.0,61.0,60.0
2183091,78.0,85.0,86.0
2183092,57.0,51.0,50.0
2183093,69.0,75.0,75.0
2183094,75.0,77.0,77.0
2183095,77.0,74.0,69.0
2183096,,87.0,84.0
2183097,57.0,65.0,61.0
2183098,68.0,68.0,65.0
2183099,50.0,50.0,44.0
2183100,70.0,70.0,70.0
2183101,78.0,76.0,75.0
2183102,81.0,85.0,95.0
2183103,,79.0,85.0
2183104,87.0,91.0,100.0
2183105,57.0,54.0,60.0
2183106,92.0,87.0,93.0
2183107,58.0,63.0,60.0
2183108,74.0,67.0,73.0
2183109,71.0,69.0,58.0
2183110,55.0,64.0,65.0
2183111,74.0,72.0,65.0
2183112,57.0,72.0,67.0
2183113,53.0,53.0,49.0
2183114,71.0,82.0,81.0
2183115,64.0,56.0,56.0
2183116,63.0,55.0,55.0
2183117,68.0,57.0,55.0
2183118,68.0,76.0,68.0
2183119,41.0,,43.0
2183120,54.0,58.0,49.0
2183121,71.0,67.0,65.0
2183122,74.0,75.0,79.0
2183123,52.0,53.0,50.0
2183124,83.0,77.0,77.0
2183125,67.0,70.0,60.0
2183126,49.0,51.0,42.0
2183127,72.0,68.0,64.0
2183128,62.0,,69.0
2183129,64.0,62.0,53.0
2183130,50.0,39.0,41.0
2183131,80.0,80.0,
2183132,82.0,86.0,81.0
2183133,80.0,,94.0
2183134,70.0,65.0,63.0
2183135,,75.0,63.0
2183136,81.0,86.0,91.0
2183137,94.0,95.0,96.0
2183138,62.0,65.0,62.0
2183139,65.0,71.0,66.0
2183140,67.0,61.0,63.0
2183141,41.0,53.0,41.0
2183142,44.0,41.0,45.0
2183143,69.0,80.0,79.0
2183144,61.0,,73.0
2183145,77.0,71.0,68.0
2183146,63.0,72.0,73.0
2183147,49.0,62.0,64.0
2183148,10.0,29.0,28.0
2183149,48.0,57.0,56.0
2183150,85.0,80.0,72.0
2183151,54.0,57.0,65.0
2183152,42.0,49.0,48.0
2183153,,57.0,
2183154,87.0,84.0,89.0
2183155,85.0,83.0,78.0
2183156,67.0,74.0,78.0
2183157,72.0,65.0,66.0
2183158,54.0,63.0,53.0
2183159,74.0,68.0,73.0
2183160,69.0,58.0,58.0
2183161,89.0,84.0,79.0
2183162,68.0,74.0,75.0
2183163,71.0,68.0,64.0
2183164,68.0,69.0,63.0
2183165,86.0,80.0,81.0
2183166,93.0,89.0,84.0
2183167,50.0,66.0,66.0
2183168,82.0,86.0,84.0
2183169,44.0,55.0,54.0
2183170,32.0,34.0,31.0
2183171,64.0,74.0,74.0
2183172,62.0,78.0,73.0
2183173,66.0,71.0,72.0
2183174,90.0,76.0,75.0
2183175,53.0,47.0,47.0
2183176,47.0,59.0,57.0
2183177,90.0,87.0,83.0
2183178,65.0,,79.0
2183179,55.0,68.0,62.0
2183180,93.0,82.0,77.0
2183181,69.0,80.0,73.0
2183182,77.0,69.0,
2183183,54.0,69.0,69.0
2183184,68.0,72.0,73.0
2183185,65.0,64.0,65.0
2183186,78.0,90.0,88.0
2183187,83.0,87.0,91.0
2183188,47.0,55.0,60.0
2183189,68.0,71.0,65.0
2183190,72.0,73.0,71.0
2183191,76.0,92.0,84.0
2183192,53.0,54.0,59.0
2183193,59.0,47.0,48.0
2183194,83.0,79.0,80.0
2183195,74.0,71.0,61.0
2183196,63.0,66.0,64.0
2183197,60.0,60.0,55.0
2183198,46.0,62.0,57.0
2183199,73.0,81.0,75.0
2183200,79.0,88.0,82.0
2183201,75.0,85.0,88.0
2183202,44.0,53.0,52.0
2183203,80.0,87.0,94.0
2183204,57.0,67.0,65.0
2183205,76.0,78.0,80.0
2183206,58.0,62.0,63.0
2183207,46.0,55.0,55.0
2183208,88.0,94.0,96.0
2183209,59.0,77.0,79.0
2183210,64.0,56.0,56.0
2183211,85.0,83.0,87.0
2183212,74.0,78.0,81.0
2183213,73.0,77.0,78.0
2183214,84.0,86.0,93.0
2183215,56.0,71.0,74.0
2183216,79.0,86.0,79.0
2183217,78.0,83.0,88.0
2183218,57.0,64.0,61.0
2183219,66.0,66.0,53.0
2183220,74.0,98.0,97.0
2183221,48.0,46.0,40.0
2183222,69.0,70.0,63.0
2183223,69.0,67.0,59.0
2183224,57.0,62.0,68.0
2183225,98.0,99.0,98.0
2183226,77.0,77.0,70.0
2183227,59.0,69.0,72.0
2183228,,71.0,75.0
2183229,52.0,62.0,60.0
2183230,66.0,59.0,60.0
2183231,61.0,69.0,65.0
2183232,14.0,27.0,24.0
2183233,77.0,84.0,74.0
2183234,88.0,67.0,69.0
2183235,61.0,61.0,49.0
2183236,56.0,55.0,52.0
2183237,43.0,48.0,53.0
2183238,69.0,72.0,72.0
2183239,30.0,22.0,
2183240,50.0,55.0,53.0
2183241,67.0,61.0,56.0
2183242,90.0,91.0,87.0
2183243,76.0,86.0,86.0
2183244,57.0,64.0,63.0
2183245,74.0,78.0,78.0
2183246,75.0,78.0,81.0
2183247,70.0,64.0,57.0
2183248,31.0,48.0,40.0
2183249,53.0,56.0,
2183250,73.0,66.0,62.0
2183251,60.0,66.0,68.0
2183252,56.0,59.0,58.0
2183253,62.0,56.0,51.0
2183254,52.0,49.0,47.0
2183255,62.0,,70.0
2183256,78.0,80.0,75.0
2183257,,79.0,76.0
2183258,90.0,86.0,81.0
2183259,93.0,88.0,82.0
2183260,67.0,63.0,58.0
2183261,73.0,71.0,75.0
2183262,89.0,80.0,
2183263,85.0,100.0,93.0
2183264,72.0,62.0,74.0
2183265,74.0,66.0,65.0
2183266,79.0,84.0,80.0
2183267,68.0,83.0,83.0
2183268,81.0,84.0,83.0
2183269,89.0,74.0,78.0
2183270,87.0,95.0,92.0
2183271,83.0,81.0,78.0
2183272,47.0,62.0,50.0
2183273,73.0,69.0,69.0
2183274,72.0,69.0,71.0
2183275,64.0,78.0,80.0
2183276,67.0,71.0,71.0
2183277,73.0,73.0,76.0
2183278,68.0,70.0,65.0
2183279,72.0,71.0,70.0
2183280,39.0,31.0,38.0
2183281,70.0,84.0,
2183282,,62.0,55.0
2183283,66.0,78.0,78.0
2183284,87.0,87.0,82.0
2183285,65.0,73.0,77.0
2183286,63.0,65.0,61.0
2183287,66.0,53.0,46.0
2183288,71.0,89.0,81.0
2183289,68.0,71.0,67.0
2183290,69.0,77.0,80.0
2183291,77.0,82.0,78.0
2183292,68.0,73.0,69.0
2183293,70.0,73.0,73.0
2183294,18.0,33.0,28.0
2183295,59.0,51.0,56.0
2183296,59.0,60.0,60.0
2183297,74.0,84.0,85.0
2183298,29.0,45.0,38.0
2183299,41.0,39.0,42.0
2183300,95.0,100.0,
2183301,80.0,90.0,86.0
2183302,70.0,75.0,76.0
2183303,62.0,63.0,
2183304,89.0,85.0,82.0
2183305,,63.0,60.0
2183306,45.0,41.0,31.0
2183307,82.0,,84.0
2183308,47.0,49.0,39.0
2183309,69.0,70.0,68.0
2183310,64.0,71.0,74.0
2183311,57.0,70.0,75.0
2183312,80.0,91.0,90.0
2183313,76.0,80.0,74.0
2183314,54.0,45.0,42.0
2183315,28.0,42.0,38.0
2183316,57.0,56.0,54.0
2183317,81.0,82.0,79.0
2183318,76.0,65.0,66.0
2183319,64.0,59.0,52.0
2183320,31.0,37.0,36.0
2183321,72.0,76.0,71.0
2183322,,73.0,72.0
2183323,55.0,75.0,73.0
2183324,44.0,57.0,58.0
2183325,33.0,42.0,43.0
2183326,34.0,36.0,38.0
2183327,88.0,83.0,84.0
2183328,,98.0,89.0
2183329,67.0,72.0,71.0
2183330,70.0,79.0,85.0
2183331,100.0,94.0,91.0
2183332,,66.0,65.0
2183333,66.0,,60.0
2183334,53.0,66.0,63.0
2183335,57.0,56.0,65.0
2183336,67.0,76.0,72.0
2183337,84.0,88.0,88.0
2183338,74.0,79.0,81.0
2183339,38.0,60.0,54.0
2183340,74.0,76.0,78.0
2183341,62.0,61.0,60.0
2183342,81.0,86.0,89.0
2183343,57.0,61.0,59.0
2183344,77.0,69.0,69.0
2183345,97.0,82.0,85.0
2183346,81.0,73.0,78.0
2183347,76.0,77.0,79.0
2183348,66.0,60.0,57.0
2183349,75.0,67.0,80.0
2183350,73.0,65.0,66.0
2183351,61.0,71.0,65.0
2183352,76.0,71.0,67.0
2183353,80.0,100.0,100.0
2183354,68.0,63.0,64.0
2183355,63.0,75.0,75.0
2183356,,53.0,60.0
2183357,,84.0,87.0
2183358,46.0,51.0,56.0
2183359,95.0,96.0,100.0
2183360,67.0,74.0,79.0
2183361,49.0,50.0,54.0
2183362,58.0,71.0,61.0
2183363,76.0,80.0,80.0
2183364,46.0,50.0,50.0
2183365,44.0,55.0,52.0
2183366,79.0,88.0,84.0
2183367,78.0,81.0,90.0
2183368,64.0,70.0,63.0
2183369,70.0,73.0,75.0
2183370,68.0,59.0,
2183371,68.0,69.0,65.0
2183372,84.0,81.0,85.0
2183373,70.0,80.0,
2183374,100.0,100.0,99.0
2183375,70.0,79.0,79.0
2183376,74.0,79.0,76.0
2183377,88.0,93.0,92.0
2183378,40.0,,51.0
2183379,86.0,95.0,83.0
2183380,74.0,82.0,80.0
2183381,49.0,62.0,58.0
2183382,79.0,71.0,78.0
2183383,75.0,72.0,73.0
2183384,73.0,80.0,76.0
2183385,38.0,53.0,49.0
2183386,74.0,73.0,63.0
2183387,77.0,,85.0
2183388,69.0,76.0,81.0
2183389,57.0,72.0,74.0
2183390,56.0,62.0,57.0
2183391,50.0,65.0,63.0
2183392,76.0,78.0,81.0
2183393,75.0,74.0,83.0
2183394,91.0,90.0,90.0
2183395,76.0,76.0,77.0
2183396,45.0,48.0,55.0
2183397,89.0,78.0,80.0
2183398,60.0,64.0,62.0
2183399,,74.0,75.0
2183400,39.0,63.0,52.0
2183401,59.0,68.0,66.0
2183402,47.0,50.0,44.0
2183403,64.0,72.0,76.0
2183404,81.0,80.0,75.0
2183405,60.0,81.0,78.0
2183406,72.0,73.0,73.0
2183407,33.0,38.0,44.0
2183408,,68.0,64.0
2183409,79.0,67.0,67.0
2183410,69.0,60.0,59.0
2183411,52.0,38.0,35.0
2183412,98.0,,80.0
2183413,44.0,46.0,36.0
2183414,54.0,60.0,58.0
2183415,76.0,96.0,86.0
2183416,51.0,64.0,61.0
2183417,53.0,68.0,68.0
2183418,75.0,94.0,88.0
2183419,81.0,75.0,75.0
2183420,86.0,94.0,96.0
2183421,59.0,46.0,51.0
2183422,66.0,66.0,78.0
2183423,78.0,70.0,72.0
2183424,59.0,57.0,52.0
2183425,52.0,44.0,46.0
2183426,40.0,39.0,41.0
2183427,76.0,86.0,87.0
2183428,60.0,62.0,60.0
2183429,58.0,63.0,53.0
2183430,45.0,47.0,48.0
2183431,50.0,70.0,71.0
2183432,69.0,65.0,64.0
2183433,63.0,57.0,65.0
2183434,60.0,68.0,71.0
2183435,71.0,76.0,71.0
2183436,88.0,72.0,66.0
2183437,54.0,53.0,57.0
2183438,64.0,77.0,77.0
2183439,83.0,77.0,77.0
2183440,84.0,87.0,89.0
2183441,83.0,96.0,100.0
2183442,52.0,64.0,65.0
2183443,73.0,71.0,72.0
2183444,47.0,38.0,30.0
2183445,73.0,91.0,91.0
2183446,51.0,45.0,44.0
2183447,65.0,66.0,66.0
2183448,74.0,75.0,67.0
2183449,81.0,67.0,72.0
2183450,55.0,52.0,54.0
2183451,71.0,63.0,58.0
2183452,88.0,85.0,83.0
2183453,,65.0,64.0
2183454,94.0,92.0,89.0
2183455,51.0,64.0,58.0
2183456,62.0,83.0,80.0
2183457,56.0,47.0,53.0
2183458,58.0,53.0,
2183459,38.0,44.0,38.0
2183460,86.0,97.0,100.0
2183461,70.0,75.0,77.0
2183462,74.0,78.0,73.0
2183463,94.0,98.0,
2183464,93.0,87.0,84.0
2183465,62.0,58.0,54.0
2183466,61.0,54.0,57.0
2183467,54.0,59.0,65.0
2183468,23.0,23.0,31.0
2183469,85.0,77.0,79.0
2183470,60.0,75.0,71.0
2183471,39.0,49.0,
2183472,41.0,53.0,51.0
2183473,,81.0,76.0
2183474,76.0,67.0,62.0
2183475,57.0,77.0,78.0
2183476,79.0,85.0,81.0
2183477,81.0,89.0,81.0
2183478,42.0,53.0,56.0
2183479,39.0,49.0,39.0
2183480,38.0,58.0,51.0
2183481,61.0,70.0,74.0
2183482,68.0,72.0,74.0
2183483,,47.0,38.0
2183484,48.0,55.0,55.0
2183485,57.0,60.0,63.0
2183486,,49.0,52.0
2183487,64.0,73.0,77.0
2183488,57.0,,61.0
2183489,49.0,45.0,44.0
2183490,73.0,,81.0
2183491,61.0,49.0,57.0
2183492,58.0,67.0,64.0
2183493,100.0,86.0,84.0
2183494,71.0,66.0,56.0
2183495,92.0,88.0,91.0
2183496,49.0,51.0,54.0
2183497,86.0,80.0,85.0
2183498,81.0,93.0,90.0
2183499,72.0,68.0,61.0
2183500,45.0,50.0,49.0
2183501,72.0,75.0,66.0
2183502,89.0,97.0,95.0
2183503,88.0,90.0,88.0
2183504,72.0,63.0,66.0
2183505,86.0,83.0,91.0
2183506,75.0,74.0,75.0
2183507,45.0,40.0,39.0
2183508,36.0,63.0,57.0
2183509,54.0,48.0,44.0
2183510,58.0,75.0,76.0
2183511,78.0,85.0,
2183512,64.0,59.0,58.0
2183513,58.0,53.0,55.0
2183514,79.0,73.0,80.0
2183515,56.0,,70.0
2183516,90.0,89.0,91.0
2183517,69.0,73.0,77.0
2183518,87.0,71.0,67.0
2183519,41.0,36.0,36.0
2183520,86.0,90.0,84.0
2183521,52.0,59.0,60.0
2183522,49.0,58.0,54.0
2183523,57.0,57.0,53.0
2183524,72.0,76.0,74.0
2183525,74.0,71.0,71.0
2183526,70.0,61.0,73.0
2183527,96.0,,82.0
2183528,65.0,77.0,69.0
2183529,77.0,,73.0
2183530,73.0,69.0,64.0
2183531,81.0,78.0,79.0
2183532,74.0,89.0,94.0
2183533,60.0,78.0,85.0
2183534,72.0,71.0,64.0
2183535,56.0,61.0,59.0
2183536,78.0,74.0,77.0
2183537,75.0,72.0,79.0
2183538,96.0,80.0,
2183539,99.0,98.0,97.0
2183540,80.0,78.0,82.0
2183541,,73.0,84.0
2183542,50.0,58.0,54.0
2183543,60.0,54.0,53.0
2183544,68.0,84.0,80.0
2183545,52.0,55.0,49.0
2183546,82.0,76.0,76.0
2183547,68.0,67.0,75.0
2183548,26.0,38.0,41.0
2183549,63.0,76.0,77.0
2183550,82.0,68.0,72.0
2183551,64.0,68.0,65.0
2183552,96.0,80.0,79.0
2183553,67.0,57.0,53.0
2183554,84.0,87.0,85.0
2183555,70.0,63.0,
2183556,37.0,48.0,50.0
2183557,35.0,47.0,43.0
2183558,55.0,66.0,68.0
2183559,84.0,79.0,79.0
2183560,79.0,81.0,81.0
2183561,61.0,54.0,53.0
2183562,62.0,80.0,81.0
2183563,94.0,,84.0
2183564,,60.0,62.0
2183565,54.0,67.0,68.0
2183566,68.0,65.0,62.0
2183567,70.0,90.0,86.0
2183568,90.0,92.0,99.0
2183569,71.0,68.0,72.0
2183570,69.0,88.0,88.0
2183571,43.0,38.0,36.0
2183572,62.0,53.0,56.0
2183573,85.0,95.0,94.0
2183574,41.0,51.0,59.0
2183575,91.0,78.0,77.0
2183576,71.0,87.0,88.0
2183577,65.0,,
2183578,59.0,61.0,62.0
2183579,60.0,63.0,65.0
2183580,48.0,48.0,45.0
2183581,69.0,63.0,60.0
2183582,49.0,59.0,60.0
2183583,74.0,70.0,
2183584,71.0,72.0,71.0
2183585,56.0,59.0,52.0
2183586,59.0,58.0,60.0
2183587,38.0,49.0,47.0
2183588,89.0,87.0,89.0
2183589,86.0,82.0,79.0
2183590,63.0,60.0,57.0
2183591,78.0,84.0,88.0
2183592,60.0,55.0,45.0
2183593,52.0,67.0,64.0
2183594,50.0,34.0,39.0
2183595,68.0,72.0,77.0
2183596,70.0,54.0,58.0
2183597,57.0,78.0,70.0
2183598,65.0,75.0,66.0
2183599,52.0,45.0,41.0
2183600,84.0,,89.0
2183601,80.0,,82.0
2183602,77.0,81.0,83.0
2183603,51.0,43.0,46.0
2183604,53.0,66.0,
2183605,71.0,61.0,64.0
2183606,60.0,58.0,50.0
2183607,58.0,56.0,54.0
2183608,48.0,50.0,56.0
2183609,74.0,89.0,89.0
2183610,43.0,59.0,61.0
2183611,57.0,59.0,58.0
2183612,93.0,89.0,86.0
2183613,75.0,71.0,68.0
2183614,99.0,82.0,
2183615,79.0,92.0,100.0
2183616,100.0,95.0,100.0
2183617,48.0,51.0,49.0
2183618,44.0,54.0,54.0
2183619,91.0,93.0,98.0
2183620,53.0,50.0,46.0
2183621,100.0,100.0,99.0
2183622,67.0,68.0,66.0
2183623,73.0,72.0,64.0
2183624,70.0,69.0,64.0
2183625,70.0,70.0,69.0
2183626,47.0,59.0,62.0
2183627,50.0,50.0,52.0
2183628,53.0,42.0,41.0
2183629,87.0,78.0,86.0
2183630,70.0,77.0,78.0
2183631,52.0,60.0,56.0
2183632,69.0,73.0,74.0
2183633,58.0,69.0,64.0
2183634,37.0,50.0,51.0
2183635,60.0,64.0,70.0
2183636,45.0,35.0,29.0
2183637,91.0,87.0,89.0
2183638,96.0,100.0,100.0
2183639,30.0,48.0,43.0
2183640,61.0,66.0,67.0
2183641,60.0,,63.0
2183642,76.0,61.0,69.0
2183643,37.0,48.0,53.0
