Id,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep
2187454,female,group C,high school,standard,completed
2187455,female,group C,associate's degree,free/reduced,none
2187456,female,group E,some college,standard,none
2187457,female,group D,associate's degree,standard,none
2187458,female,group B,some college,free/reduced,none
2187459,female,group D,some college,standard,none
2187460,male,group B,some college,standard,completed
2187461,male,group B,high school,free/reduced,none
2187462,female,group E,some college,standard,none
2187463,female,group B,associate's degree,free/reduced,none
2187464,male,group E,associate's degree,standard,none
2187465,male,group D,associate's degree,free/reduced,completed
2187466,male,group D,associate's degree,standard,none
2187467,male,group A,some college,free/reduced,none
2187468,female,group D,high school,standard,none
2187469,female,group D,some college,free/reduced,none
2187470,male,group A,associate's degree,standard,none
2187471,female,group C,some college,standard,none
2187472,male,group D,some high school,standard,none
2187473,female,group D,some college,standard,none
2187474,female,group E,associate's degree,standard,none
2187475,male,group C,high school,standard,none
2187476,male,group B,associate's degree,standard,none
2187477,female,group E,high school,free/reduced,none
2187478,male,group D,high school,free/reduced,none
2187479,female,group E,bachelor's degree,standard,completed
2187480,female,group E,high school,free/reduced,completed
2187481,female,group B,some college,standard,none
2187482,female,group B,high school,free/reduced,none
2187483,male,group B,associate's degree,standard,completed
2187484,female,group C,high school,standard,none
2187485,male,group D,associate's degree,standard,none
2187486,male,group C,some college,standard,none
2187487,female,group C,some college,standard,none
2187488,female,group B,high school,standard,none
2187489,female,group C,some college,free/reduced,completed
2187490,female,group E,some high school,standard,completed
2187491,male,group E,high school,standard,completed
2187492,female,group B,associate's degree,standard,completed
2187493,female,group A,bachelor's degree,standard,none
2187494,male,group D,some high school,free/reduced,none
2187495,female,group C,high school,standard,none
2187496,male,group E,high school,standard,completed
2187497,female,group C,high school,standard,none
2187498,male,group C,associate's degree,free/reduced,none
2187499,female,group B,some college,standard,none
2187500,female,group C,some high school,standard,none
2187501,female,group B,some college,free/reduced,completed
2187502,female,group B,bachelor's degree,standard,none
2187503,male,group B,some college,standard,completed
2187504,male,group D,associate's degree,free/reduced,completed
2187505,male,group D,some college,standard,completed
2187506,female,group E,master's degree,standard,completed
2187507,male,group B,associate's degree,free/reduced,none
2187508,male,group E,bachelor's degree,standard,none
2187509,male,group D,bachelor's degree,standard,completed
2187510,male,group B,bachelor's degree,standard,none
2187511,male,group B,high school,free/reduced,completed
2187512,male,group C,master's degree,free/reduced,none
2187513,male,group B,high school,standard,completed
2187514,female,group E,high school,free/reduced,none
2187515,female,group E,some high school,standard,completed
2187516,female,group C,high school,free/reduced,none
2187517,female,group C,some college,free/reduced,none
2187518,male,group D,some high school,standard,none
2187519,female,group B,associate's degree,free/reduced,none
2187520,male,group E,some college,free/reduced,completed
2187521,female,group C,associate's degree,standard,completed
2187522,female,group E,associate's degree,standard,none
2187523,female,group E,some college,standard,none
2187524,male,group B,associate's degree,standard,none
2187525,male,group C,some high school,standard,completed
2187526,female,group B,bachelor's degree,free/reduced,completed
2187527,male,group B,some college,standard,none
2187528,male,group D,some college,free/reduced,none
2187529,male,group C,high school,standard,completed
2187530,male,group C,some high school,standard,completed
2187531,male,group C,high school,free/reduced,completed
2187532,female,group C,associate's degree,free/reduced,none
2187533,male,group E,associate's degree,standard,none
2187534,male,group C,some college,standard,none
2187535,female,group D,some college,standard,none
2187536,male,group C,associate's degree,standard,none
2187537,male,group A,high school,free/reduced,none
2187538,female,group E,high school,standard,none
2187539,male,group B,some college,standard,completed
2187540,female,group C,associate's degree,free/reduced,completed
2187541,male,group B,high school,standard,completed
2187542,male,group E,master's degree,standard,none
2187543,male,group D,some college,standard,completed
2187544,female,group B,master's degree,free/reduced,none
2187545,male,group B,high school,standard,none
2187546,female,group C,some high school,free/reduced,none
2187547,female,group D,some college,standard,completed
2187548,female,group D,some college,standard,none
2187549,male,group A,high school,standard,none
2187550,female,group E,some high school,standard,completed
2187551,male,group D,bachelor's degree,free/reduced,none
2187552,male,group D,master's degree,standard,none
2187553,female,group E,bachelor's degree,standard,none
2187554,male,group B,associate's degree,free/reduced,none
2187555,female,group D,bachelor's degree,free/reduced,none
2187556,male,group D,some college,standard,none
2187557,female,group C,associate's degree,standard,none
2187558,female,group B,some high school,standard,completed
2187559,male,group D,bachelor's degree,free/reduced,completed
2187560,male,group D,associate's degree,free/reduced,none
2187561,female,group E,bachelor's degree,free/reduced,none
2187562,female,group E,high school,standard,none
2187563,female,group E,bachelor's degree,standard,completed
2187564,male,group B,some high school,standard,none
2187565,female,group E,some college,free/reduced,none
2187566,female,group D,associate's degree,free/reduced,completed
2187567,male,group C,high school,standard,completed
2187568,male,group D,master's degree,standard,none
2187569,female,group D,associate's degree,free/reduced,completed
2187570,female,group D,associate's degree,free/reduced,none
2187571,female,group A,associate's degree,standard,none
2187572,female,group A,high school,free/reduced,none
2187573,male,group B,some college,standard,none
2187574,male,group E,associate's degree,free/reduced,none
2187575,female,group C,high school,free/reduced,none
2187576,male,group C,bachelor's degree,standard,none
2187577,male,group B,associate's degree,standard,none
2187578,male,group C,high school,free/reduced,none
2187579,female,group D,high school,free/reduced,none
2187580,male,group C,high school,standard,none
2187581,female,group D,master's degree,standard,none
2187582,male,group C,some high school,free/reduced,completed
2187583,female,group E,some high school,standard,completed
2187584,male,group B,associate's degree,free/reduced,none
2187585,male,group B,some college,standard,completed
2187586,female,group D,some high school,standard,none
2187587,male,group E,associate's degree,standard,none
2187588,female,group C,bachelor's degree,free/reduced,none
2187589,male,group D,master's degree,standard,none
2187590,female,group C,some college,standard,none
2187591,male,group B,master's degree,standard,none
2187592,female,group A,some college,standard,none
2187593,male,group D,some college,free/reduced,none
2187594,male,group D,some high school,free/reduced,completed
2187595,female,group A,high school,standard,completed
2187596,male,group C,some high school,standard,none
2187597,female,group D,some college,standard,completed
2187598,male,group C,associate's degree,free/reduced,none
2187599,female,group B,master's degree,free/reduced,completed
2187600,male,group D,high school,standard,none
2187601,male,group B,associate's degree,standard,none
2187602,female,group C,high school,free/reduced,none
2187603,female,group C,associate's degree,standard,none
2187604,female,group D,some college,free/reduced,completed
2187605,female,group D,high school,standard,none
2187606,male,group C,master's degree,standard,none
2187607,female,group A,high school,standard,completed
2187608,female,group A,some high school,standard,none
2187609,female,group E,master's degree,standard,none
2187610,male,group A,associate's degree,free/reduced,completed
2187611,male,group B,high school,standard,none
2187612,male,group D,bachelor's degree,standard,none
2187613,female,group C,bachelor's degree,standard,none
2187614,male,group C,associate's degree,standard,none
2187615,female,group C,associate's degree,free/reduced,none
2187616,female,group D,some high school,free/reduced,completed
2187617,female,group C,high school,free/reduced,none
2187618,female,group E,high school,free/reduced,none
2187619,male,group D,some high school,standard,none
2187620,female,group D,associate's degree,standard,none
2187621,female,group C,some college,standard,none
2187622,male,group B,bachelor's degree,free/reduced,none
2187623,male,group A,some college,standard,none
2187624,female,group C,some college,standard,none
2187625,female,group C,some college,standard,completed
2187626,male,group C,some college,standard,none
2187627,female,group B,high school,standard,none
2187628,female,group C,high school,free/reduced,none
2187629,male,group C,high school,standard,none
2187630,male,group C,some college,free/reduced,none
2187631,male,group C,high school,free/reduced,none
2187632,female,group B,high school,standard,none
2187633,female,group C,some college,free/reduced,none
2187634,female,group E,bachelor's degree,standard,none
2187635,male,group C,some high school,standard,none
2187636,female,group B,some high school,standard,completed
2187637,male,group C,associate's degree,standard,none
2187638,male,group B,some high school,free/reduced,none
2187639,female,group A,associate's degree,standard,none
2187640,female,group C,associate's degree,free/reduced,completed
2187641,male,group B,some college,standard,none
2187642,female,group D,master's degree,free/reduced,completed
2187643,female,group B,some high school,free/reduced,none
2187644,male,group C,high school,free/reduced,completed
2187645,male,group C,some high school,free/reduced,completed
2187646,female,group D,master's degree,standard,none
2187647,male,group C,associate's degree,free/reduced,none
2187648,female,group B,some college,free/reduced,completed
2187649,male,group E,high school,standard,none
2187650,male,group E,associate's degree,standard,completed
2187651,male,group C,bachelor's degree,standard,completed
2187652,female,group A,master's degree,free/reduced,none
2187653,female,group C,some college,standard,completed
2187654,male,group B,associate's degree,free/reduced,none
2187655,female,group C,high school,free/reduced,none
2187656,male,group B,some high school,standard,none
2187657,female,group D,some college,standard,none
2187658,female,group B,associate's degree,standard,completed
2187659,female,group C,some college,standard,none
2187660,male,group D,some college,standard,none
2187661,female,group C,some high school,standard,completed
2187662,female,group E,high school,standard,none
2187663,female,group D,some college,standard,completed
2187664,male,group C,high school,free/reduced,none
2187665,male,group E,master's degree,free/reduced,none
2187666,male,group C,some college,free/reduced,none
2187667,female,group C,master's degree,standard,completed
2187668,female,group D,high school,free/reduced,none
2187669,male,group C,some college,standard,none
2187670,female,group C,master's degree,standard,none
2187671,female,group B,some college,free/reduced,none
2187672,female,group C,some college,standard,none
2187673,female,group C,some high school,standard,completed
2187674,female,group C,high school,free/reduced,completed
2187675,male,group B,associate's degree,standard,completed
2187676,male,group C,associate's degree,free/reduced,none
2187677,male,group D,some high school,standard,none
2187678,female,group D,high school,standard,none
2187679,male,group D,some college,standard,none
2187680,female,group C,high school,standard,none
2187681,female,group D,some high school,standard,none
2187682,male,group E,some high school,standard,none
2187683,female,group C,bachelor's degree,standard,completed
2187684,male,group E,associate's degree,free/reduced,completed
2187685,male,group D,some high school,standard,completed
2187686,male,group C,master's degree,free/reduced,none
2187687,female,group C,some college,free/reduced,none
2187688,female,group D,high school,standard,none
2187689,female,group B,bachelor's degree,standard,none
2187690,female,group B,high school,free/reduced,none
2187691,female,group B,some high school,free/reduced,none
2187692,male,group C,high school,standard,completed
2187693,male,group A,associate's degree,standard,none
2187694,male,group C,bachelor's degree,free/reduced,none
2187695,female,group C,associate's degree,standard,none
2187696,male,group B,master's degree,free/reduced,none
2187697,female,group B,high school,standard,completed
2187698,male,group B,some college,standard,none
2187699,male,group C,master's degree,free/reduced,none
2187700,male,group D,some college,standard,completed
2187701,male,group A,some college,free/reduced,completed
2187702,male,group B,some college,standard,none
2187703,female,group E,some college,standard,none
2187704,female,group D,associate's degree,free/reduced,completed
2187705,female,group B,some high school,standard,none
2187706,female,group C,some high school,standard,none
2187707,male,group C,associate's degree,free/reduced,none
2187708,female,group D,high school,free/reduced,none
2187709,female,group D,associate's degree,free/reduced,none
2187710,female,group B,high school,standard,none
2187711,female,group B,some college,standard,completed
2187712,male,group D,master's degree,standard,none
2187713,female,group C,some college,free/reduced,completed
2187714,male,group B,associate's degree,free/reduced,completed
2187715,male,group D,some college,free/reduced,completed
2187716,female,group B,some college,standard,completed
2187717,male,group E,high school,free/reduced,none
2187718,male,group C,high school,free/reduced,none
2187719,female,group D,high school,standard,none
2187720,female,group D,associate's degree,standard,none
2187721,male,group C,high school,standard,none
2187722,male,group D,some high school,standard,none
2187723,female,group A,some high school,free/reduced,none
2187724,male,group E,associate's degree,standard,none
2187725,male,group E,high school,standard,none
2187726,female,group E,bachelor's degree,free/reduced,none
2187727,male,group B,some college,free/reduced,none
2187728,male,group D,bachelor's degree,free/reduced,completed
2187729,female,group C,bachelor's degree,standard,none
2187730,female,group C,high school,standard,none
2187731,female,group B,some college,standard,completed
2187732,female,group C,high school,standard,none
2187733,female,group B,associate's degree,standard,completed
2187734,female,group B,associate's degree,free/reduced,completed
2187735,male,group A,some high school,standard,none
2187736,male,group E,bachelor's degree,standard,none
2187737,male,group C,some college,free/reduced,completed
2187738,male,group D,high school,standard,none
2187739,male,group C,some high school,standard,none
2187740,female,group A,some college,standard,none
2187741,male,group E,some college,standard,none
2187742,male,group B,some high school,free/reduced,completed
2187743,female,group B,associate's degree,standard,none
2187744,male,group E,some college,standard,none
2187745,female,group D,some high school,standard,none
2187746,male,group C,bachelor's degree,standard,none
2187747,female,group D,bachelor's degree,free/reduced,completed
2187748,male,group D,some college,standard,completed
2187749,male,group C,some college,free/reduced,completed
2187750,female,group D,some high school,standard,completed
2187751,female,group C,some high school,standard,completed
2187752,male,group D,some college,free/reduced,none
2187753,female,group E,some college,standard,completed
2187754,male,group B,associate's degree,standard,none
2187755,female,group C,bachelor's degree,free/reduced,none
2187756,male,group C,some high school,standard,none
2187757,male,group E,associate's degree,standard,none
2187758,male,group E,master's degree,free/reduced,none
2187759,male,group C,some high school,free/reduced,completed
2187760,female,group B,some college,standard,none
2187761,female,group D,high school,standard,completed
2187762,male,group C,high school,standard,none
2187763,male,group D,some high school,free/reduced,none
2187764,female,group B,associate's degree,free/reduced,completed
2187765,female,group D,some college,standard,none
2187766,female,group D,some college,free/reduced,none
2187767,female,group A,some high school,free/reduced,none
2187768,male,group D,some college,free/reduced,completed
2187769,male,group C,associate's degree,standard,none
2187770,male,group A,some college,standard,none
2187771,male,group C,some high school,free/reduced,completed
2187772,male,group D,bachelor's degree,standard,none
2187773,female,group B,high school,free/reduced,none
2187774,female,group B,associate's degree,standard,none
2187775,female,group B,master's degree,free/reduced,none
2187776,male,group E,master's degree,free/reduced,none
2187777,female,group E,bachelor's degree,standard,none
2187778,male,group C,some high school,standard,completed
2187779,male,group C,some high school,standard,none
2187780,female,group C,some college,standard,completed
2187781,male,group D,high school,standard,completed
2187782,female,group D,some college,standard,none
2187783,male,group D,some high school,free/reduced,none
2187784,female,group A,high school,standard,none
2187785,female,group C,some high school,standard,none
2187786,female,group D,high school,standard,none
2187787,female,group D,high school,free/reduced,completed
2187788,male,group E,some high school,free/reduced,none
2187789,female,group D,associate's degree,standard,completed
2187790,male,group B,some high school,free/reduced,completed
2187791,female,group C,master's degree,free/reduced,none
2187792,female,group C,high school,standard,completed
2187793,female,group E,master's degree,free/reduced,completed
2187794,female,group B,high school,standard,none
2187795,female,group B,high school,standard,none
2187796,female,group B,some college,standard,completed
2187797,male,group C,some high school,free/reduced,completed
2187798,female,group D,associate's degree,standard,completed
2187799,male,group C,some high school,free/reduced,none
2187800,female,group C,high school,standard,none
2187801,male,group B,associate's degree,standard,none
2187802,male,group B,some high school,standard,none
2187803,male,group E,high school,free/reduced,none
2187804,female,group C,some high school,standard,none
2187805,female,group C,some high school,standard,none
2187806,male,group B,associate's degree,standard,none
2187807,female,group D,some college,standard,completed
2187808,female,group A,associate's degree,standard,none
2187809,male,group C,high school,standard,completed
2187810,male,group B,some high school,standard,none
2187811,female,group E,some high school,standard,none
2187812,male,group D,master's degree,standard,none
2187813,female,group C,high school,standard,none
2187814,male,group B,some college,standard,completed
2187815,male,group E,bachelor's degree,standard,none
2187816,female,group D,associate's degree,standard,none
2187817,male,group C,some high school,standard,completed
2187818,female,group C,high school,free/reduced,none
2187819,female,group E,associate's degree,standard,none
2187820,male,group D,some college,standard,none
2187821,female,group C,bachelor's degree,standard,none
2187822,female,group C,some college,standard,completed
2187823,female,group C,high school,free/reduced,none
2187824,female,group E,some college,free/reduced,completed
2187825,male,group C,associate's degree,standard,none
2187826,female,group B,bachelor's degree,standard,none
2187827,female,group E,some high school,free/reduced,completed
2187828,male,group B,associate's degree,standard,completed
2187829,female,group C,associate's degree,free/reduced,none
2187830,female,group C,some high school,free/reduced,none
2187831,male,group C,some college,standard,none
2187832,female,group D,some college,free/reduced,none
2187833,female,group B,some high school,free/reduced,none
2187834,male,group D,some college,standard,none
2187835,female,group D,master's degree,standard,none
2187836,male,group C,some college,standard,none
2187837,female,group D,some high school,standard,none
2187838,male,group D,bachelor's degree,free/reduced,none
2187839,male,group E,associate's degree,free/reduced,completed
2187840,female,group D,bachelor's degree,standard,none
2187841,male,group E,some college,standard,completed
2187842,male,group D,some college,free/reduced,none
2187843,male,group A,associate's degree,free/reduced,none
2187844,female,group B,some college,free/reduced,completed
2187845,male,group C,master's degree,free/reduced,completed
2187846,male,group E,some college,free/reduced,none
2187847,male,group C,some high school,free/reduced,none
2187848,male,group D,bachelor's degree,free/reduced,completed
2187849,female,group D,associate's degree,free/reduced,none
2187850,female,group E,high school,standard,none
2187851,female,group C,bachelor's degree,standard,completed
2187852,male,group D,associate's degree,standard,none
2187853,male,group C,some high school,free/reduced,none
2187854,female,group B,some high school,free/reduced,none
2187855,male,group C,bachelor's degree,free/reduced,none
2187856,male,group D,associate's degree,free/reduced,none
2187857,female,group B,some college,standard,completed
2187858,male,group E,some high school,standard,none
2187859,male,group E,some college,standard,none
2187860,male,group D,some college,standard,none
2187861,female,group C,bachelor's degree,standard,none
2187862,male,group C,some college,standard,completed
2187863,male,group E,some high school,standard,none
2187864,female,group A,associate's degree,standard,none
2187865,female,group D,some high school,standard,none
2187866,female,group C,some high school,standard,completed
2187867,male,group D,associate's degree,standard,none
2187868,female,group B,high school,standard,completed
2187869,female,group E,high school,free/reduced,none
2187870,female,group C,master's degree,free/reduced,none
2187871,female,group C,high school,standard,none
2187872,male,group E,some college,standard,completed
2187873,male,group E,some high school,standard,none
2187874,male,group B,master's degree,free/reduced,none
2187875,male,group D,some high school,free/reduced,completed
2187876,male,group B,some college,free/reduced,none
2187877,male,group D,associate's degree,standard,completed
2187878,male,group E,some high school,standard,none
2187879,male,group C,some college,standard,none
2187880,female,group C,some college,standard,completed
2187881,male,group A,bachelor's degree,standard,none
2187882,female,group B,associate's degree,standard,none
2187883,male,group D,some high school,standard,completed
2187884,male,group A,high school,standard,completed
2187885,male,group E,high school,standard,none
2187886,male,group D,some college,standard,none
2187887,female,group C,some high school,standard,completed
2187888,female,group C,some college,standard,none
2187889,female,group C,master's degree,standard,none
2187890,male,group B,associate's degree,standard,none
2187891,male,group D,associate's degree,standard,completed
2187892,female,group E,master's degree,standard,completed
2187893,female,group C,associate's degree,standard,none
2187894,male,group B,bachelor's degree,free/reduced,completed
2187895,female,group E,some high school,standard,none
2187896,male,group C,associate's degree,free/reduced,completed
2187897,male,group D,high school,standard,none
2187898,female,group C,some high school,standard,none
2187899,male,group C,some high school,standard,none
2187900,female,group E,master's degree,standard,none
2187901,male,group C,some high school,standard,completed
2187902,male,group B,some college,standard,none
2187903,female,group D,associate's degree,standard,none
2187904,male,group D,master's degree,standard,completed
2187905,female,group C,high school,free/reduced,none
2187906,male,group E,bachelor's degree,standard,completed
2187907,male,group C,high school,free/reduced,none
2187908,male,group B,associate's degree,free/reduced,none
2187909,male,group C,high school,standard,completed
2187910,female,group B,some college,free/reduced,none
2187911,female,group C,high school,standard,none
2187912,male,group C,some high school,standard,none
2187913,female,group B,some high school,standard,none
2187914,female,group E,some high school,standard,completed
2187915,female,group D,some college,standard,none
2187916,male,group D,some high school,free/reduced,none
2187917,male,group D,high school,standard,none
2187918,female,group C,some college,free/reduced,none
2187919,male,group D,associate's degree,standard,none
2187920,female,group D,associate's degree,free/reduced,none
2187921,female,group C,some high school,free/reduced,none
2187922,male,group D,some high school,free/reduced,completed
2187923,male,group E,some high school,standard,none
2187924,female,group C,bachelor's degree,standard,none
2187925,male,group D,some college,standard,none
2187926,male,group B,associate's degree,standard,completed
2187927,female,group B,high school,standard,none
2187928,female,group C,master's degree,free/reduced,none
2187929,female,group D,some high school,standard,none
2187930,male,group B,some college,free/reduced,completed
2187931,male,group B,some high school,standard,none
2187932,male,group E,high school,standard,none
2187933,female,group D,some college,standard,none
2187934,female,group C,some college,standard,none
2187935,female,group B,some high school,standard,none
2187936,male,group B,high school,free/reduced,none
2187937,female,group C,bachelor's degree,free/reduced,none
2187938,female,group C,high school,standard,none
2187939,female,group E,high school,standard,none
2187940,female,group A,bachelor's degree,standard,none
2187941,male,group C,some high school,standard,none
2187942,female,group B,high school,free/reduced,none
2187943,male,group C,some college,free/reduced,completed
2187944,male,group C,some high school,standard,none
2187945,female,group D,bachelor's degree,standard,none
2187946,male,group D,some college,standard,none
2187947,male,group D,some high school,free/reduced,none
2187948,female,group E,bachelor's degree,free/reduced,none
2187949,male,group B,master's degree,standard,none
2187950,male,group C,associate's degree,standard,none
2187951,female,group D,associate's degree,standard,none
2187952,female,group D,some high school,standard,none
2187953,male,group B,some college,free/reduced,completed
2187954,female,group C,high school,free/reduced,none
2187955,male,group E,associate's degree,standard,none
2187956,male,group B,some college,standard,none
2187957,female,group E,associate's degree,free/reduced,none
2187958,female,group E,some high school,standard,completed
2187959,male,group C,high school,free/reduced,completed
2187960,female,group C,some college,free/reduced,none
2187961,male,group C,high school,standard,completed
2187962,female,group C,some high school,standard,none
2187963,male,group D,high school,standard,none
2187964,female,group D,associate's degree,standard,completed
2187965,male,group E,high school,free/reduced,none
2187966,male,group A,master's degree,standard,none
2187967,female,group D,some high school,standard,completed
2187968,male,group C,associate's degree,standard,none
2187969,female,group C,some college,standard,completed
2187970,female,group D,some college,free/reduced,none
2187971,male,group D,some college,free/reduced,none
2187972,male,group B,high school,free/reduced,none
2187973,female,group C,some high school,free/reduced,completed
2187974,male,group C,some college,free/reduced,none
2187975,male,group C,high school,free/reduced,completed
2187976,male,group E,high school,standard,none
2187977,female,group D,some high school,free/reduced,none
2187978,male,group C,some high school,standard,none
2187979,male,group B,high school,free/reduced,completed
2187980,male,group B,master's degree,free/reduced,completed
2187981,male,group B,associate's degree,free/reduced,none
2187982,female,group E,associate's degree,standard,none
2187983,female,group D,master's degree,standard,none
2187984,male,group D,some college,standard,completed
2187985,male,group C,some high school,standard,completed
2187986,male,group D,some high school,standard,none
2187987,female,group E,some high school,free/reduced,completed
2187988,female,group C,some high school,free/reduced,completed
2187989,female,group B,high school,free/reduced,completed
2187990,male,group D,some college,standard,completed
2187991,female,group A,some college,standard,none
2187992,male,group B,associate's degree,standard,none
2187993,male,group C,some high school,standard,completed
2187994,female,group C,bachelor's degree,standard,none
2187995,female,group B,associate's degree,standard,completed
2187996,male,group C,high school,standard,none
2187997,male,group B,high school,standard,none
2187998,female,group B,master's degree,standard,none
2187999,female,group D,some high school,free/reduced,none
2188000,female,group D,associate's degree,free/reduced,completed
2188001,female,group B,some high school,standard,completed
2188002,male,group B,some college,standard,none
2188003,female,group B,some college,standard,completed
2188004,male,group B,some high school,standard,none
2188005,female,group D,master's degree,standard,none
2188006,male,group C,master's degree,standard,none
2188007,male,group B,master's degree,free/reduced,none
2188008,female,group D,high school,standard,none
2188009,female,group C,some high school,standard,none
2188010,female,group D,some college,standard,none
2188011,female,group E,high school,free/reduced,none
2188012,male,group C,associate's degree,free/reduced,none
2188013,female,group E,some high school,free/reduced,none
2188014,female,group B,some college,free/reduced,completed
2188015,male,group C,some high school,free/reduced,none
2188016,female,group E,some high school,standard,completed
2188017,male,group A,some high school,free/reduced,none
2188018,female,group C,high school,standard,completed
2188019,male,group C,master's degree,standard,none
2188020,female,group B,high school,free/reduced,completed
2188021,female,group D,high school,standard,completed
2188022,female,group E,master's degree,free/reduced,completed
2188023,male,group A,high school,standard,none
2188024,female,group A,bachelor's degree,standard,completed
2188025,male,group B,bachelor's degree,standard,none
2188026,male,group D,associate's degree,standard,none
2188027,female,group C,some high school,free/reduced,none
2188028,female,group A,high school,free/reduced,none
2188029,male,group C,some high school,free/reduced,none
2188030,female,group C,some high school,standard,none
2188031,female,group C,bachelor's degree,standard,completed
2188032,male,group A,some college,standard,none
2188033,female,group C,bachelor's degree,standard,none
2188034,male,group B,associate's degree,standard,completed
2188035,female,group C,some high school,standard,none
2188036,female,group B,some high school,standard,none
2188037,male,group C,some college,standard,none
2188038,male,group D,associate's degree,standard,none
2188039,male,group C,some college,standard,completed
2188040,male,group C,bachelor's degree,standard,completed
2188041,male,group D,associate's degree,standard,completed
2188042,male,group D,bachelor's degree,free/reduced,none
2188043,female,group D,high school,standard,none
2188044,male,group A,high school,free/reduced,none
2188045,male,group A,bachelor's degree,standard,none
2188046,female,group B,some college,free/reduced,none
2188047,male,group E,high school,standard,completed
2188048,male,group C,some college,standard,none
2188049,female,group D,some high school,standard,none
2188050,female,group A,high school,free/reduced,none
2188051,male,group B,associate's degree,standard,completed
2188052,male,group C,bachelor's degree,standard,completed
2188053,female,group A,associate's degree,standard,none
2188054,female,group B,some college,free/reduced,none
2188055,male,group D,bachelor's degree,standard,none
2188056,female,group D,high school,free/reduced,completed
2188057,female,group B,high school,free/reduced,completed
2188058,female,group D,some high school,standard,completed
2188059,female,group E,some high school,standard,none
2188060,female,group D,some college,free/reduced,none
2188061,male,group C,associate's degree,standard,none
2188062,female,group C,high school,standard,none
2188063,female,group C,master's degree,free/reduced,none
2188064,female,group C,high school,standard,completed
2188065,female,group B,some college,standard,completed
2188066,female,group B,master's degree,standard,none
2188067,male,group C,some high school,standard,none
2188068,male,group A,some college,free/reduced,none
2188069,male,group A,associate's degree,standard,completed
2188070,female,group B,some high school,free/reduced,none
2188071,male,group C,associate's degree,standard,completed
2188072,female,group D,some college,standard,none
2188073,female,group D,bachelor's degree,standard,completed
2188074,female,group C,some high school,standard,completed
2188075,male,group B,associate's degree,free/reduced,completed
2188076,male,group C,some high school,standard,none
2188077,male,group A,associate's degree,standard,none
2188078,female,group E,master's degree,free/reduced,none
2188079,male,group E,some college,standard,none
2188080,female,group D,some high school,free/reduced,none
2188081,male,group A,some high school,standard,none
2188082,male,group C,some college,standard,completed
2188083,female,group B,associate's degree,standard,none
2188084,male,group B,master's degree,standard,none
2188085,female,group C,high school,standard,completed
2188086,male,group E,bachelor's degree,standard,none
2188087,male,group E,high school,standard,none
2188088,female,group C,associate's degree,standard,none
2188089,female,group E,high school,standard,none
2188090,female,group B,high school,standard,none
2188091,male,group C,high school,free/reduced,completed
2188092,male,group C,high school,free/reduced,completed
2188093,female,group D,high school,standard,none
2188094,female,group C,bachelor's degree,standard,none
2188095,male,group C,associate's degree,free/reduced,none
2188096,female,group D,associate's degree,free/reduced,none
2188097,female,group C,bachelor's degree,free/reduced,none
2188098,female,group B,high school,standard,none
2188099,male,group D,high school,standard,none
2188100,female,group B,some college,standard,none
2188101,male,group B,high school,standard,none
2188102,male,group B,some high school,free/reduced,none
2188103,male,group C,some high school,standard,none
2188104,male,group D,high school,standard,none
2188105,female,group E,associate's degree,free/reduced,none
2188106,male,group A,associate's degree,standard,completed
2188107,male,group E,bachelor's degree,standard,none
2188108,male,group C,bachelor's degree,free/reduced,none
2188109,male,group D,some high school,free/reduced,none
2188110,male,group C,bachelor's degree,standard,completed
2188111,female,group E,some high school,standard,none
2188112,male,group C,some college,standard,completed
2188113,male,group C,high school,standard,completed
2188114,male,group B,some college,standard,none
2188115,female,group C,master's degree,standard,none
2188116,male,group C,some high school,free/reduced,none
2188117,male,group C,bachelor's degree,standard,none
2188118,female,group D,bachelor's degree,free/reduced,none
2188119,male,group B,associate's degree,standard,completed
2188120,female,group C,bachelor's degree,standard,none
2188121,male,group B,high school,standard,none
2188122,male,group D,some college,free/reduced,completed
2188123,female,group D,high school,standard,none
2188124,male,group D,associate's degree,standard,none
2188125,male,group B,high school,standard,completed
2188126,male,group E,master's degree,standard,none
2188127,female,group A,bachelor's degree,standard,none
2188128,female,group C,some high school,standard,none
2188129,female,group B,bachelor's degree,standard,completed
2188130,male,group E,high school,free/reduced,none
2188131,female,group D,some college,standard,completed
2188132,female,group B,high school,free/reduced,none
2188133,male,group D,some high school,free/reduced,completed
2188134,female,group B,high school,standard,none
2188135,male,group D,some high school,free/reduced,completed
2188136,female,group A,some college,standard,none
2188137,male,group D,some high school,standard,none
2188138,male,group C,master's degree,free/reduced,none
2188139,female,group C,high school,free/reduced,none
2188140,male,group C,high school,standard,none
2188141,male,group D,some college,standard,none
2188142,female,group C,some college,standard,none
2188143,male,group B,associate's degree,free/reduced,none
2188144,female,group C,some college,standard,none
2188145,female,group A,associate's degree,standard,none
2188146,female,group B,associate's degree,standard,none
2188147,male,group A,some college,free/reduced,none
2188148,female,group D,some high school,standard,none
2188149,male,group B,high school,standard,none
2188150,female,group D,some college,standard,none
2188151,female,group B,high school,standard,completed
2188152,male,group B,associate's degree,free/reduced,none
2188153,male,group E,some high school,free/reduced,completed
2188154,male,group C,some high school,free/reduced,completed
2188155,female,group D,high school,standard,none
2188156,female,group B,some college,free/reduced,none
2188157,female,group C,some high school,free/reduced,none
2188158,female,group B,bachelor's degree,standard,none
