Id,housing_median_age,total_rooms,total_bedrooms
18247,24.0,3308.0,548.0
18248,23.0,3224.0,652.0
18249,20.0,5032.0,808.0
18250,25.0,4430.0,729.0
18251,17.0,1621.0,299.0
18252,20.0,1351.0,372.0
18253,26.0,1471.0,348.0
18254,23.0,1310.0,267.0
18255,5.0,1519.0,186.0
18256,5.0,1819.0,245.0
18257,,2428.0,513.0
18258,14.0,2073.0,343.0
18259,43.0,91.0,12.0
18260,29.0,2385.0,513.0
18261,26.0,2762.0,496.0
18262,18.0,4900.0,814.0
18263,16.0,2952.0,446.0
18264,19.0,1684.0,387.0
18265,24.0,4759.0,921.0
18266,26.0,40.0,8.0
18267,10.0,3937.0,1054.0
18268,26.0,1669.0,276.0
18269,19.0,2174.0,484.0
18270,24.0,1212.0,251.0
18271,33.0,2791.0,496.0
18272,21.0,4599.0,986.0
18273,18.0,2514.0,578.0
18274,17.0,127.0,28.0
18275,24.0,3217.0,689.0
18276,35.0,1845.0,
18277,25.0,3495.0,834.0
18278,33.0,2015.0,484.0
18279,14.0,4841.0,1130.0
18280,17.0,5121.0,1017.0
18281,17.0,4324.0,854.0
18282,35.0,1542.0,298.0
18283,24.0,1297.0,297.0
18284,33.0,2154.0,405.0
18285,17.0,3208.0,617.0
18286,17.0,2937.0,558.0
18287,20.0,1032.0,229.0
18288,24.0,5230.0,934.0
18289,22.0,765.0,198.0
18290,13.0,2164.0,412.0
18291,16.0,3936.0,788.0
18292,34.0,148.0,28.0
18293,42.0,,
18294,42.0,198.0,32.0
18295,39.0,446.0,129.0
18296,27.0,3236.0,832.0
18297,25.0,3472.0,956.0
18298,36.0,1823.0,410.0
18299,48.0,2068.0,495.0
18300,36.0,1651.0,344.0
18301,32.0,1199.0,229.0
18302,35.0,995.0,202.0
18303,27.0,1797.0,538.0
18304,24.0,4841.0,894.0
18305,34.0,884.0,153.0
18306,35.0,1880.0,370.0
18307,16.0,5040.0,1325.0
18308,33.0,2581.0,623.0
18309,36.0,,126.0
18310,36.0,765.0,134.0
18311,34.0,1735.0,318.0
18312,33.0,1582.0,272.0
18313,35.0,1293.0,223.0
18314,35.0,1440.0,267.0
18315,32.0,1754.0,324.0
18316,33.0,2321.0,480.0
18317,33.0,2677.0,
18318,33.0,2545.0,467.0
18319,41.0,1150.0,249.0
18320,18.0,1712.0,509.0
18321,16.0,3249.0,947.0
18322,25.0,1527.0,325.0
18323,36.0,1054.0,193.0
18324,30.0,1955.0,
18325,33.0,3570.0,776.0
18326,18.0,6649.0,1712.0
18327,26.0,3637.0,933.0
18328,37.0,1755.0,325.0
18329,33.0,3162.0,
18330,35.0,1249.0,232.0
18331,32.0,1484.0,274.0
18332,36.0,832.0,211.0
18333,52.0,906.0,227.0
18334,18.0,1922.0,561.0
18335,48.0,1246.0,294.0
18336,42.0,1421.0,330.0
18337,52.0,2382.0,523.0
18338,42.0,2174.0,420.0
18339,29.0,3377.0,853.0
18340,41.0,2151.0,473.0
18341,36.0,1893.0,359.0
18342,37.0,1822.0,329.0
18343,36.0,3142.0,632.0
18344,,5236.0,1320.0
18345,31.0,1866.0,465.0
18346,36.0,1683.0,286.0
18347,26.0,3269.0,788.0
18348,35.0,2294.0,411.0
18349,42.0,2001.0,402.0
18350,36.0,844.0,153.0
18351,18.0,4438.0,939.0
18352,,1461.0,299.0
18353,37.0,663.0,127.0
18354,30.0,2645.0,462.0
18355,30.0,3742.0,633.0
18356,27.0,3353.0,653.0
18357,21.0,8275.0,1566.0
18358,25.0,3223.0,612.0
18359,35.0,1907.0,326.0
18360,35.0,1802.0,291.0
18361,33.0,2023.0,425.0
18362,28.0,3840.0,629.0
18363,28.0,4863.0,901.0
18364,28.0,5096.0,1011.0
18365,17.0,9789.0,2552.0
18366,20.0,4461.0,864.0
18367,32.0,2248.0,460.0
18368,34.0,2034.0,359.0
18369,26.0,3285.0,502.0
18370,19.0,4620.0,1404.0
18371,11.0,1711.0,493.0
18372,39.0,1164.0,199.0
18373,20.0,1145.0,198.0
18374,27.0,4140.0,
18375,26.0,4310.0,678.0
18376,31.0,3890.0,711.0
18377,21.0,7628.0,2166.0
18378,25.0,5775.0,1225.0
18379,25.0,5463.0,1351.0
18380,33.0,726.0,168.0
18381,30.0,4238.0,1010.0
18382,27.0,2462.0,570.0
18383,30.0,1758.0,248.0
18384,21.0,4193.0,1068.0
18385,25.0,1455.0,370.0
18386,25.0,5641.0,1517.0
18387,20.0,4228.0,1006.0
18388,22.0,2593.0,637.0
18389,20.0,710.0,188.0
18390,17.0,1330.0,271.0
18391,52.0,777.0,148.0
18392,9.0,1503.0,381.0
18393,30.0,3734.0,813.0
18394,19.0,7027.0,1847.0
18395,30.0,3404.0,693.0
18396,33.0,2120.0,349.0
18397,31.0,2750.0,664.0
18398,33.0,1940.0,327.0
18399,25.0,4707.0,695.0
18400,27.0,2427.0,403.0
18401,26.0,1182.0,309.0
18402,28.0,3688.0,633.0
18403,27.0,3526.0,589.0
18404,27.0,2937.0,497.0
18405,32.0,2930.0,481.0
18406,23.0,4040.0,843.0
18407,31.0,3340.0,735.0
18408,24.0,1240.0,263.0
18409,25.0,4096.0,743.0
18410,29.0,2721.0,682.0
18411,17.0,1527.0,267.0
18412,25.0,3075.0,564.0
18413,29.0,2658.0,484.0
18414,28.0,5018.0,1066.0
18415,22.0,6114.0,1211.0
18416,31.0,3347.0,589.0
18417,19.0,2174.0,454.0
18418,22.0,1408.0,351.0
18419,30.0,3298.0,634.0
18420,37.0,3109.0,541.0
18421,32.0,1382.0,239.0
18422,26.0,3032.0,605.0
18423,35.0,1018.0,169.0
18424,34.0,2906.0,544.0
18425,36.0,1089.0,182.0
18426,21.0,1354.0,289.0
18427,34.0,2231.0,360.0
18428,32.0,1555.0,287.0
18429,35.0,1484.0,244.0
18430,24.0,5046.0,1001.0
18431,30.0,2327.0,419.0
18432,26.0,6777.0,1051.0
18433,19.0,1741.0,294.0
18434,26.0,2561.0,388.0
18435,26.0,2574.0,414.0
18436,27.0,1265.0,216.0
18437,22.0,2614.0,453.0
18438,27.0,4866.0,668.0
18439,21.0,4872.0,594.0
18440,36.0,4423.0,632.0
18441,22.0,2781.0,523.0
18442,46.0,10088.0,1910.0
18443,35.0,4709.0,723.0
18444,20.0,2345.0,322.0
18445,35.0,2553.0,533.0
18446,33.0,3585.0,
18447,36.0,3191.0,430.0
18448,19.0,1858.0,359.0
18449,32.0,2892.0,496.0
18450,27.0,2331.0,
18451,21.0,1214.0,192.0
18452,17.0,4034.0,611.0
18453,19.0,755.0,93.0
18454,25.0,1743.0,212.0
18455,21.0,2775.0,389.0
18456,22.0,,532.0
18457,35.0,3574.0,485.0
18458,33.0,1664.0,271.0
18459,27.0,3340.0,451.0
18460,24.0,2411.0,299.0
18461,34.0,1764.0,243.0
18462,31.0,1574.0,193.0
18463,29.0,2718.0,365.0
18464,14.0,2561.0,404.0
18465,34.0,2892.0,
18466,24.0,1521.0,209.0
18467,28.0,2796.0,365.0
18468,22.0,3118.0,438.0
18469,,2550.0,312.0
18470,25.0,3845.0,492.0
18471,31.0,3136.0,431.0
18472,22.0,2038.0,260.0
18473,35.0,3133.0,541.0
18474,33.0,2170.0,311.0
18475,32.0,2782.0,495.0
18476,32.0,4350.0,645.0
18477,29.0,3752.0,468.0
18478,25.0,3437.0,428.0
18479,28.0,3825.0,473.0
18480,16.0,1612.0,221.0
18481,19.0,3625.0,432.0
18482,25.0,4460.0,553.0
18483,24.0,4973.0,709.0
18484,29.0,1945.0,269.0
18485,30.0,3033.0,540.0
18486,25.0,4601.0,696.0
18487,25.0,4111.0,538.0
18488,11.0,5488.0,706.0
18489,13.0,2173.0,349.0
18490,23.0,4507.0,751.0
18491,24.0,4401.0,698.0
18492,30.0,2268.0,404.0
18493,17.0,2560.0,396.0
18494,20.0,4475.0,1048.0
18495,13.0,2057.0,466.0
18496,21.0,2052.0,346.0
18497,26.0,2690.0,401.0
18498,17.0,3674.0,824.0
18499,22.0,4011.0,963.0
18500,27.0,2826.0,451.0
18501,29.0,2476.0,434.0
18502,24.0,3388.0,633.0
18503,26.0,1714.0,270.0
18504,25.0,2366.0,417.0
18505,25.0,2131.0,410.0
18506,25.0,3807.0,600.0
18507,25.0,4044.0,551.0
18508,23.0,6846.0,1078.0
18509,28.0,3811.0,585.0
18510,29.0,3429.0,524.0
18511,19.0,2885.0,859.0
18512,30.0,3007.0,554.0
18513,22.0,3583.0,
18514,34.0,2629.0,433.0
18515,35.0,2355.0,384.0
18516,26.0,1983.0,301.0
18517,32.0,2134.0,328.0
18518,27.0,4336.0,754.0
18519,33.0,2563.0,434.0
18520,15.0,5132.0,1059.0
18521,34.0,3450.0,731.0
18522,26.0,1391.0,241.0
18523,32.0,3108.0,613.0
18524,33.0,4211.0,918.0
18525,25.0,3823.0,584.0
18526,23.0,4221.0,671.0
18527,16.0,1755.0,410.0
18528,30.0,1036.0,151.0
18529,30.0,4033.0,794.0
18530,26.0,2785.0,418.0
18531,22.0,3219.0,756.0
18532,26.0,1992.0,328.0
18533,28.0,2488.0,396.0
18534,25.0,5404.0,906.0
18535,25.0,3095.0,514.0
18536,33.0,2517.0,496.0
18537,20.0,4304.0,851.0
18538,27.0,1716.0,290.0
18539,31.0,3344.0,620.0
18540,31.0,3080.0,526.0
18541,34.0,2494.0,375.0
18542,34.0,2515.0,401.0
18543,31.0,1443.0,215.0
18544,20.0,3435.0,593.0
18545,28.0,3250.0,485.0
18546,28.0,3081.0,460.0
18547,16.0,1156.0,198.0
18548,28.0,1582.0,264.0
18549,25.0,1994.0,287.0
18550,17.0,1165.0,278.0
18551,23.0,2590.0,725.0
18552,19.0,3694.0,1036.0
18553,35.0,1365.0,256.0
18554,34.0,2400.0,419.0
18555,27.0,2621.0,513.0
18556,31.0,1795.0,281.0
18557,35.0,2693.0,493.0
18558,32.0,2510.0,578.0
18559,23.0,5135.0,911.0
18560,28.0,2490.0,345.0
18561,20.0,2016.0,313.0
18562,29.0,1733.0,255.0
18563,26.0,3298.0,460.0
18564,27.0,3885.0,661.0
18565,16.0,2697.0,803.0
18566,17.0,2975.0,608.0
18567,18.0,1221.0,255.0
18568,19.0,3811.0,1227.0
18569,16.0,3402.0,1193.0
18570,21.0,2471.0,677.0
18571,25.0,2074.0,387.0
18572,16.0,1105.0,354.0
18573,24.0,1709.0,437.0
18574,25.0,2796.0,429.0
18575,21.0,2483.0,396.0
18576,16.0,3716.0,916.0
18577,19.0,2237.0,433.0
18578,17.0,2070.0,
18579,25.0,3534.0,949.0
18580,17.0,6012.0,1737.0
18581,9.0,2966.0,770.0
18582,41.0,2123.0,425.0
18583,30.0,1269.0,290.0
18584,42.0,1125.0,273.0
18585,33.0,2757.0,489.0
18586,38.0,2850.0,550.0
18587,21.0,2667.0,798.0
18588,43.0,1261.0,
18589,32.0,726.0,204.0
18590,8.0,5686.0,1489.0
18591,11.0,2559.0,694.0
18592,25.0,2213.0,360.0
18593,,1434.0,372.0
18594,22.0,3280.0,933.0
18595,32.0,1889.0,487.0
18596,26.0,2500.0,962.0
18597,36.0,,361.0
18598,36.0,1236.0,229.0
18599,34.0,2600.0,650.0
18600,35.0,2348.0,531.0
18601,16.0,3015.0,829.0
18602,35.0,2297.0,497.0
18603,5.0,8745.0,2211.0
18604,23.0,3200.0,907.0
18605,24.0,2424.0,501.0
18606,29.0,1875.0,340.0
18607,20.0,,1272.0
18608,27.0,2687.0,768.0
18609,25.0,347.0,82.0
18610,21.0,12855.0,3226.0
18611,26.0,18.0,4.0
18612,22.0,1236.0,290.0
18613,20.0,3401.0,768.0
18614,21.0,1798.0,399.0
18615,18.0,3058.0,661.0
18616,20.0,2976.0,766.0
18617,19.0,1465.0,342.0
18618,23.0,806.0,158.0
18619,16.0,3352.0,813.0
18620,26.0,1184.0,225.0
18621,15.0,2940.0,910.0
18622,19.0,3565.0,858.0
18623,25.0,1750.0,341.0
18624,20.0,1896.0,456.0
18625,36.0,1575.0,379.0
18626,33.0,6277.0,1274.0
18627,8.0,1480.0,414.0
18628,14.0,753.0,193.0
18629,18.0,1476.0,473.0
18630,22.0,1489.0,436.0
18631,17.0,748.0,184.0
18632,23.0,4874.0,1251.0
18633,27.0,5110.0,1599.0
18634,26.0,3218.0,1021.0
18635,27.0,3410.0,1156.0
18636,23.0,1755.0,508.0
18637,19.0,1085.0,288.0
18638,16.0,1994.0,489.0
18639,15.0,255.0,63.0
18640,23.0,514.0,210.0
18641,52.0,766.0,203.0
18642,43.0,2065.0,535.0
18643,30.0,1722.0,490.0
18644,,3983.0,1126.0
18645,44.0,,430.0
18646,46.0,1115.0,248.0
18647,4.0,2292.0,
18648,30.0,1695.0,480.0
18649,37.0,1169.0,239.0
18650,26.0,1272.0,306.0
18651,39.0,2210.0,483.0
18652,31.0,1117.0,304.0
18653,36.0,1860.0,367.0
18654,34.0,1508.0,483.0
18655,36.0,1035.0,196.0
18656,34.0,1959.0,342.0
18657,36.0,2587.0,416.0
18658,33.0,2771.0,659.0
18659,36.0,857.0,156.0
18660,36.0,1199.0,198.0
18661,36.0,782.0,130.0
18662,29.0,1229.0,
18663,27.0,1269.0,186.0
18664,34.0,2165.0,355.0
18665,25.0,830.0,228.0
18666,22.0,3770.0,727.0
18667,30.0,2937.0,407.0
18668,21.0,3244.0,426.0
18669,34.0,1747.0,250.0
18670,28.0,4612.0,608.0
18671,31.0,2717.0,376.0
18672,37.0,1550.0,238.0
18673,37.0,2269.0,325.0
18674,28.0,2181.0,284.0
18675,30.0,2040.0,294.0
18676,33.0,1208.0,198.0
18677,35.0,1172.0,184.0
18678,35.0,1447.0,205.0
18679,35.0,1579.0,210.0
18680,35.0,1347.0,207.0
18681,30.0,1851.0,238.0
18682,23.0,2597.0,335.0
18683,28.0,1643.0,216.0
18684,33.0,2398.0,317.0
18685,37.0,4167.0,612.0
18686,37.0,2511.0,354.0
18687,40.0,2224.0,354.0
18688,22.0,1477.0,195.0
18689,36.0,3598.0,500.0
18690,22.0,3638.0,719.0
18691,49.0,1068.0,
18692,18.0,1617.0,231.0
18693,31.0,2836.0,490.0
18694,36.0,1660.0,261.0
18695,35.0,2471.0,349.0
18696,31.0,2356.0,405.0
18697,34.0,3561.0,497.0
18698,34.0,1443.0,218.0
18699,32.0,3514.0,473.0
18700,29.0,6027.0,1195.0
18701,36.0,4787.0,900.0
18702,35.0,2419.0,426.0
18703,46.0,206.0,44.0
18704,36.0,3982.0,1045.0
18705,33.0,2892.0,617.0
18706,35.0,3584.0,535.0
18707,35.0,3905.0,565.0
18708,32.0,3058.0,595.0
18709,35.0,2712.0,428.0
18710,33.0,1641.0,284.0
18711,35.0,2445.0,533.0
18712,36.0,2607.0,551.0
18713,40.0,3454.0,648.0
18714,32.0,4398.0,878.0
18715,36.0,3212.0,553.0
18716,33.0,2974.0,623.0
18717,42.0,2390.0,462.0
18718,33.0,1509.0,303.0
18719,35.0,2016.0,349.0
18720,33.0,3262.0,668.0
18721,37.0,2295.0,332.0
18722,37.0,1287.0,197.0
18723,41.0,3233.0,540.0
18724,43.0,3004.0,440.0
18725,38.0,2835.0,447.0
18726,39.0,906.0,109.0
18727,52.0,1135.0,219.0
18728,52.0,1803.0,257.0
18729,52.0,3841.0,537.0
18730,52.0,2117.0,353.0
18731,48.0,2074.0,297.0
18732,52.0,568.0,91.0
18733,47.0,4234.0,
18734,19.0,2207.0,810.0
18735,37.0,2926.0,874.0
18736,34.0,2199.0,529.0
18737,52.0,2063.0,320.0
18738,52.0,1400.0,217.0
18739,52.0,1945.0,293.0
18740,52.0,3117.0,468.0
18741,52.0,1944.0,308.0
18742,52.0,1327.0,190.0
18743,52.0,1383.0,227.0
18744,47.0,2600.0,490.0
18745,44.0,3558.0,839.0
18746,18.0,2060.0,563.0
18747,20.0,11709.0,
18748,34.0,4448.0,610.0
18749,15.0,2577.0,360.0
18750,24.0,3924.0,1142.0
18751,29.0,473.0,103.0
18752,21.0,1034.0,117.0
18753,27.0,3385.0,427.0
18754,37.0,1446.0,181.0
18755,34.0,1575.0,183.0
18756,30.0,2139.0,260.0
18757,26.0,2859.0,343.0
18758,32.0,1433.0,199.0
18759,35.0,2063.0,266.0
18760,37.0,1795.0,285.0
18761,30.0,1502.0,186.0
18762,23.0,11294.0,1377.0
18763,23.0,3814.0,485.0
18764,7.0,189.0,26.0
18765,11.0,436.0,70.0
18766,21.0,349.0,64.0
18767,21.0,427.0,63.0
18768,37.0,3852.0,652.0
18769,42.0,2533.0,433.0
18770,43.0,1529.0,311.0
18771,37.0,1150.0,203.0
18772,24.0,4420.0,996.0
18773,24.0,7521.0,1364.0
18774,18.0,7245.0,1029.0
18775,24.0,4337.0,670.0
18776,21.0,6203.0,798.0
18777,14.0,5636.0,697.0
18778,6.0,9176.0,1201.0
18779,17.0,2825.0,365.0
18780,26.0,1921.0,250.0
18781,23.0,2552.0,305.0
18782,18.0,,122.0
18783,7.0,5389.0,903.0
18784,45.0,1797.0,303.0
18785,15.0,5468.0,676.0
18786,6.0,3694.0,574.0
18787,14.0,2714.0,361.0
18788,16.0,3574.0,466.0
18789,20.0,7754.0,976.0
18790,14.0,7174.0,950.0
18791,19.0,7357.0,
18792,16.0,3298.0,451.0
18793,25.0,1730.0,226.0
18794,19.0,1852.0,268.0
18795,18.0,3561.0,560.0
18796,17.0,4393.0,709.0
18797,15.0,4713.0,769.0
18798,16.0,1617.0,306.0
18799,16.0,3992.0,540.0
18800,16.0,4274.0,715.0
18801,25.0,5939.0,989.0
18802,22.0,5507.0,841.0
18803,18.0,3574.0,504.0
18804,24.0,7991.0,1286.0
18805,17.0,6425.0,1268.0
18806,,6958.0,1300.0
18807,17.0,3057.0,606.0
18808,20.0,3244.0,520.0
18809,17.0,3912.0,737.0
18810,16.0,2030.0,321.0
18811,22.0,2996.0,695.0
18812,26.0,1394.0,238.0
18813,18.0,3631.0,947.0
18814,17.0,1957.0,261.0
18815,9.0,3624.0,812.0
18816,17.0,2795.0,482.0
18817,8.0,4454.0,1058.0
18818,16.0,2429.0,387.0
18819,14.0,2855.0,380.0
18820,10.0,3030.0,574.0
18821,11.0,2394.0,403.0
18822,14.0,3379.0,683.0
18823,16.0,1911.0,327.0
18824,20.0,3398.0,771.0
18825,12.0,2070.0,587.0
18826,7.0,3609.0,751.0
18827,16.0,2650.0,600.0
18828,17.0,2332.0,637.0
18829,17.0,1051.0,172.0
18830,16.0,2814.0,485.0
18831,24.0,2383.0,343.0
18832,16.0,1982.0,280.0
18833,16.0,2312.0,303.0
18834,16.0,1816.0,241.0
18835,5.0,1808.0,340.0
18836,15.0,3243.0,551.0
18837,17.0,2363.0,473.0
18838,4.0,2498.0,775.0
18839,20.0,3773.0,624.0
18840,23.0,2543.0,388.0
18841,21.0,3250.0,610.0
18842,20.0,3671.0,567.0
18843,24.0,3344.0,531.0
18844,25.0,4021.0,634.0
18845,5.0,1975.0,520.0
18846,25.0,4096.0,623.0
18847,23.0,4487.0,584.0
18848,25.0,2349.0,394.0
18849,16.0,1674.0,281.0
18850,19.0,2635.0,427.0
18851,24.0,2413.0,369.0
18852,17.0,2319.0,324.0
18853,17.0,2123.0,341.0
18854,18.0,2127.0,387.0
18855,18.0,1747.0,317.0
18856,16.0,2240.0,300.0
18857,17.0,2281.0,359.0
18858,18.0,3179.0,526.0
18859,18.0,2581.0,358.0
18860,10.0,3301.0,593.0
18861,16.0,1868.0,285.0
18862,17.0,250.0,52.0
18863,12.0,10236.0,1878.0
18864,15.0,531.0,154.0
18865,11.0,1290.0,197.0
18866,21.0,1062.0,179.0
18867,18.0,3167.0,
18868,19.0,3754.0,588.0
18869,16.0,5498.0,729.0
18870,14.0,9483.0,1361.0
18871,13.0,4780.0,798.0
18872,14.0,5487.0,1024.0
18873,17.0,1830.0,398.0
18874,12.0,4077.0,590.0
18875,20.0,4477.0,924.0
18876,14.0,4721.0,999.0
18877,19.0,3785.0,611.0
18878,14.0,6006.0,
18879,14.0,5034.0,797.0
18880,19.0,3269.0,483.0
18881,17.0,6725.0,1051.0
18882,21.0,5322.0,908.0
18883,24.0,1511.0,318.0
18884,37.0,1593.0,303.0
18885,44.0,3192.0,565.0
18886,18.0,7241.0,1225.0
18887,14.0,5231.0,817.0
18888,15.0,2873.0,547.0
18889,16.0,865.0,123.0
18890,16.0,6637.0,1171.0
18891,5.0,6529.0,1010.0
18892,16.0,3120.0,685.0
18893,27.0,2303.0,471.0
18894,14.0,6355.0,1279.0
18895,17.0,2889.0,624.0
18896,44.0,1448.0,393.0
18897,20.0,3976.0,953.0
18898,27.0,2361.0,449.0
18899,19.0,2372.0,394.0
18900,34.0,440.0,90.0
18901,39.0,759.0,141.0
18902,52.0,220.0,32.0
18903,25.0,474.0,
18904,10.0,212.0,38.0
18905,26.0,50.0,5.0
18906,37.0,74.0,19.0
18907,16.0,32.0,4.0
18908,29.0,227.0,45.0
18909,28.0,1321.0,240.0
18910,29.0,3119.0,507.0
18911,40.0,1104.0,224.0
18912,43.0,1636.0,324.0
18913,41.0,2548.0,508.0
18914,47.0,1250.0,249.0
18915,30.0,2156.0,487.0
18916,21.0,1484.0,394.0
18917,44.0,1153.0,238.0
18918,35.0,2155.0,
18919,33.0,797.0,125.0
18920,30.0,2695.0,424.0
18921,14.0,1547.0,374.0
18922,20.0,2428.0,473.0
18923,16.0,3363.0,611.0
18924,15.0,3385.0,669.0
18925,51.0,1076.0,206.0
18926,45.0,1302.0,245.0
18927,52.0,1901.0,335.0
18928,49.0,792.0,136.0
18929,44.0,1294.0,269.0
18930,37.0,2817.0,716.0
18931,47.0,2403.0,517.0
18932,35.0,1053.0,263.0
18933,21.0,607.0,155.0
18934,29.0,2568.0,747.0
18935,43.0,2162.0,509.0
18936,52.0,920.0,202.0
18937,35.0,1605.0,392.0
18938,20.0,2502.0,454.0
18939,27.0,2820.0,730.0
18940,30.0,1029.0,242.0
18941,51.0,1616.0,374.0
18942,52.0,1217.0,325.0
18943,51.0,924.0,232.0
18944,36.0,337.0,69.0
18945,52.0,403.0,72.0
18946,40.0,1193.0,227.0
18947,18.0,2677.0,785.0
18948,44.0,594.0,169.0
18949,39.0,2124.0,661.0
18950,52.0,775.0,305.0
18951,40.0,584.0,126.0
18952,28.0,1607.0,421.0
18953,32.0,1438.0,306.0
18954,42.0,538.0,107.0
18955,42.0,1149.0,264.0
18956,32.0,2182.0,406.0
18957,36.0,1862.0,364.0
18958,19.0,691.0,191.0
18959,30.0,971.0,185.0
18960,52.0,65.0,17.0
18961,,2232.0,440.0
18962,27.0,1987.0,
18963,52.0,3365.0,644.0
18964,32.0,1461.0,422.0
18965,29.0,1210.0,281.0
18966,17.0,2648.0,589.0
18967,14.0,3355.0,695.0
18968,24.0,4026.0,881.0
18969,48.0,1801.0,353.0
18970,46.0,1362.0,321.0
18971,36.0,2096.0,409.0
18972,46.0,947.0,257.0
18973,52.0,1211.0,447.0
18974,23.0,1276.0,437.0
18975,42.0,1368.0,468.0
18976,8.0,2715.0,750.0
18977,44.0,,309.0
18978,20.0,2587.0,547.0
18979,24.0,1943.0,447.0
18980,33.0,1406.0,317.0
18981,20.0,2687.0,637.0
18982,9.0,4934.0,1112.0
18983,19.0,2512.0,509.0
18984,19.0,1515.0,253.0
18985,21.0,2794.0,662.0
18986,18.0,1063.0,341.0
18987,,2152.0,430.0
18988,29.0,2377.0,476.0
18989,20.0,1201.0,282.0
18990,18.0,2420.0,439.0
18991,18.0,,549.0
18992,27.0,991.0,194.0
18993,26.0,1127.0,199.0
18994,46.0,695.0,136.0
18995,32.0,2637.0,489.0
18996,36.0,1397.0,289.0
18997,33.0,3581.0,734.0
18998,35.0,1541.0,297.0
18999,35.0,6422.0,1380.0
19000,51.0,2419.0,485.0
19001,17.0,1457.0,289.0
19002,32.0,1602.0,317.0
19003,18.0,808.0,136.0
19004,23.0,506.0,96.0
19005,46.0,1993.0,404.0
19006,29.0,3201.0,640.0
19007,39.0,,613.0
19008,15.0,1969.0,332.0
19009,17.0,4413.0,672.0
19010,30.0,1427.0,311.0
19011,36.0,2066.0,401.0
19012,39.0,1065.0,248.0
19013,21.0,5639.0,894.0
19014,41.0,2422.0,502.0
19015,31.0,1634.0,370.0
19016,34.0,2800.0,577.0
19017,36.0,4682.0,899.0
19018,17.0,4977.0,994.0
19019,21.0,4650.0,733.0
19020,20.0,1005.0,138.0
19021,30.0,2077.0,342.0
19022,20.0,467.0,95.0
19023,35.0,1818.0,368.0
19024,12.0,2010.0,422.0
19025,19.0,4113.0,767.0
19026,17.0,4154.0,739.0
19027,21.0,2387.0,
19028,20.0,922.0,155.0
19029,20.0,1918.0,304.0
19030,23.0,1708.0,287.0
19031,36.0,1522.0,230.0
19032,17.0,1343.0,203.0
19033,14.0,679.0,108.0
19034,16.0,1321.0,224.0
19035,19.0,2023.0,392.0
19036,20.0,2403.0,376.0
19037,21.0,5904.0,956.0
19038,21.0,2073.0,357.0
19039,14.0,6787.0,1454.0
19040,25.0,990.0,166.0
19041,29.0,2681.0,632.0
19042,16.0,1592.0,369.0
19043,25.0,2113.0,422.0
19044,19.0,5613.0,1321.0
19045,21.0,3349.0,737.0
19046,20.0,3495.0,818.0
19047,15.0,3044.0,786.0
19048,39.0,2702.0,646.0
19049,42.0,1275.0,272.0
19050,16.0,875.0,201.0
19051,37.0,2846.0,553.0
19052,24.0,3665.0,870.0
19053,27.0,4001.0,999.0
19054,31.0,3209.0,723.0
19055,16.0,4907.0,1117.0
19056,17.0,2813.0,497.0
19057,15.0,2849.0,668.0
19058,23.0,4324.0,1034.0
19059,24.0,3010.0,562.0
19060,21.0,3520.0,831.0
19061,34.0,3745.0,958.0
19062,31.0,1738.0,422.0
19063,19.0,6356.0,
19064,32.0,2210.0,426.0
19065,20.0,3847.0,727.0
19066,23.0,3209.0,748.0
19067,11.0,4571.0,924.0
19068,16.0,8638.0,1392.0
19069,23.0,5675.0,964.0
19070,16.0,1957.0,408.0
19071,21.0,4117.0,752.0
19072,19.0,4920.0,1092.0
19073,29.0,3457.0,699.0
19074,18.0,4910.0,817.0
19075,21.0,3707.0,751.0
19076,18.0,6355.0,1100.0
19077,22.0,7281.0,1233.0
19078,7.0,3703.0,679.0
19079,29.0,4921.0,967.0
19080,18.0,2774.0,492.0
19081,22.0,2442.0,624.0
19082,17.0,,272.0
19083,28.0,2715.0,451.0
19084,19.0,4431.0,705.0
19085,16.0,2599.0,430.0
19086,22.0,1903.0,350.0
19087,21.0,1416.0,269.0
19088,18.0,943.0,213.0
19089,23.0,1229.0,254.0
19090,19.0,3461.0,634.0
19091,27.0,1580.0,303.0
19092,20.0,4228.0,816.0
19093,29.0,2931.0,535.0
19094,22.0,569.0,132.0
19095,26.0,1279.0,438.0
19096,44.0,1625.0,392.0
19097,25.0,2054.0,495.0
19098,34.0,1262.0,267.0
19099,36.0,1808.0,384.0
19100,17.0,1220.0,275.0
19101,7.0,4843.0,992.0
19102,22.0,589.0,97.0
19103,24.0,1610.0,307.0
19104,43.0,2251.0,542.0
19105,23.0,2281.0,408.0
19106,36.0,1216.0,240.0
19107,28.0,2213.0,390.0
19108,40.0,3895.0,929.0
19109,35.0,2072.0,385.0
19110,43.0,1455.0,300.0
19111,38.0,855.0,172.0
19112,24.0,5045.0,972.0
19113,17.0,785.0,155.0
19114,17.0,1712.0,307.0
19115,10.0,7949.0,1309.0
19116,23.0,1321.0,259.0
19117,9.0,4794.0,889.0
19118,5.0,2614.0,433.0
19119,22.0,2195.0,489.0
19120,14.0,4773.0,1133.0
19121,7.0,5178.0,1336.0
19122,13.0,3604.0,704.0
19123,11.0,3896.0,886.0
19124,,2183.0,369.0
19125,5.0,6383.0,1206.0
19126,2.0,1937.0,350.0
19127,19.0,1043.0,204.0
19128,20.0,3592.0,868.0
19129,26.0,1435.0,234.0
