Id,aluminium,ammonia,arsenic,barium
6399,0.08,21.01,0.05,0.03
6400,0.06,8.93,0.07,0.8
6401,0.05,20.99,0.06,1.26
6402,0.02,13.04,0.02,0.07
6403,0.07,11.1,0.09,0.19
6404,0.1,24.03,0.07,0.45
6405,0.01,13.48,0.07,0.66
6406,0.02,5.25,0.05,0.46
6407,0.0,19.57,0.07,
6408,0.06,24.58,0.1,
6409,0.07,16.38,0.09,0.87
6410,0.06,3.59,0.03,0.87
6411,0.09,21.6,0.03,0.03
6412,0.09,19.24,0.07,0.75
6413,0.0,23.38,0.03,2.73
6414,0.05,18.54,0.05,0.44
6415,0.05,1.97,0.09,0.96
6416,0.01,15.1,0.02,0.15
6417,0.08,16.05,0.09,0.81
6418,0.08,26.02,0.06,0.52
6419,0.01,17.22,0.07,1.4
6420,0.05,18.7,0.08,0.3
6421,0.01,7.82,0.04,0.58
6422,0.1,9.9,0.07,0.63
6423,0.01,20.35,0.08,1.0
6424,0.04,26.43,0.09,0.35
6425,,21.97,0.08,0.93
6426,0.1,6.17,0.0,0.34
6427,0.04,2.22,0.09,0.07
6428,0.02,14.81,0.07,0.58
6429,0.02,25.34,0.08,0.38
6430,0.1,21.8,0.09,0.43
6431,0.02,5.31,0.05,2.95
6432,0.07,25.65,0.08,0.32
6433,0.01,14.99,0.01,1.48
6434,0.1,29.27,0.06,1.89
6435,0.03,3.59,0.03,0.34
6436,0.09,22.77,0.04,0.32
6437,0.04,25.94,0.05,0.71
6438,0.08,12.83,0.02,0.76
6439,0.07,19.52,0.1,
6440,0.07,9.3,0.08,2.64
6441,0.08,22.11,0.07,0.76
6442,0.08,0.4,0.0,0.82
6443,0.1,27.37,0.03,0.06
6444,0.06,12.82,0.1,
6445,0.05,0.64,0.04,0.06
6446,0.05,28.26,0.05,0.42
6447,0.08,10.26,0.07,1.69
6448,0.06,8.67,0.08,2.99
6449,0.01,0.56,0.02,0.22
6450,0.07,22.83,0.04,0.75
6451,0.04,19.84,0.01,0.53
6452,0.02,17.98,0.1,0.07
6453,0.07,9.6,0.07,0.23
6454,0.04,7.9,0.06,0.97
6455,0.06,2.83,0.09,1.94
6456,0.09,20.77,0.09,0.63
6457,0.1,2.73,0.08,0.53
6458,0.09,12.31,0.02,1.59
6459,0.1,2.06,0.07,0.8
6460,0.03,28.96,0.05,0.82
6461,0.02,13.5,0.04,0.06
6462,0.0,2.25,0.0,0.4
6463,0.06,2.97,0.02,0.35
6464,0.04,20.46,0.03,0.98
6465,0.05,19.48,0.01,0.76
6466,0.01,11.97,0.04,0.13
6467,0.01,21.44,0.06,0.6
6468,0.1,8.65,0.0,2.5
6469,0.08,10.11,0.01,0.96
6470,0.09,8.09,0.02,0.54
6471,0.03,13.82,0.03,0.46
6472,0.02,28.01,0.04,0.54
6473,0.06,18.13,0.02,0.67
6474,0.04,18.99,0.04,0.31
6475,0.03,7.54,0.04,1.5
6476,0.02,16.64,0.01,0.85
6477,0.04,13.26,0.07,1.6
6478,0.06,27.21,0.03,0.56
6479,0.0,18.15,0.0,0.57
6480,0.05,14.72,0.1,0.34
6481,0.06,8.49,0.03,0.46
6482,0.0,27.41,,0.66
6483,0.02,25.04,0.03,0.82
6484,0.09,9.98,0.08,0.51
6485,0.06,22.3,0.08,0.79
6486,0.06,8.6,0.09,0.9
6487,0.06,15.03,0.06,0.35
6488,0.06,15.31,0.07,0.67
6489,0.07,17.69,0.02,0.84
6490,0.1,21.75,0.08,0.99
6491,0.09,13.37,0.08,0.93
6492,0.03,2.73,0.08,1.02
6493,0.04,22.61,0.03,0.76
6494,0.07,3.21,0.1,1.75
6495,0.04,12.61,0.04,2.77
6496,0.07,18.86,0.07,0.27
6497,0.05,22.72,0.04,0.93
6498,0.05,12.88,0.06,0.2
6499,,10.38,0.04,0.14
6500,0.08,8.62,0.09,0.75
6501,0.05,29.67,0.01,1.42
6502,0.09,17.56,0.07,0.73
6503,0.08,19.51,0.06,1.29
6504,0.02,,0.1,1.24
6505,0.01,25.98,0.08,0.85
6506,0.07,6.2,0.08,0.22
6507,0.01,8.66,0.05,0.41
6508,0.04,11.32,0.05,0.15
6509,0.07,0.21,0.07,0.02
6510,0.02,14.25,0.06,2.81
6511,0.04,15.88,0.09,1.9
6512,0.09,9.73,0.07,0.69
6513,0.1,1.71,0.07,1.81
6514,0.06,18.24,0.09,0.73
6515,0.07,19.13,0.1,0.35
6516,0.08,9.06,0.0,0.64
6517,,5.19,0.0,0.01
6518,0.03,16.32,0.1,0.67
6519,0.01,1.49,0.02,0.37
6520,0.04,4.98,0.05,0.64
6521,0.0,22.07,0.02,0.06
6522,0.02,28.93,0.03,0.21
6523,0.06,24.8,0.05,0.06
6524,0.09,19.47,0.08,0.59
6525,0.05,22.36,0.03,0.6
6526,0.02,23.1,0.1,0.42
6527,0.0,23.15,0.01,0.92
6528,0.09,17.81,0.05,2.53
6529,,,0.05,2.03
6530,0.07,1.06,0.05,1.97
6531,0.07,25.11,0.05,0.14
6532,0.06,20.78,0.02,0.87
6533,0.06,0.8,0.1,1.24
6534,0.03,13.16,0.02,0.31
6535,0.01,19.46,0.05,0.73
6536,0.0,26.79,0.1,0.48
6537,0.08,9.07,0.01,0.4
6538,0.06,17.08,0.08,1.23
6539,0.08,11.57,0.05,0.61
6540,0.07,11.01,0.0,0.42
6541,0.09,5.1,0.0,0.36
6542,0.08,3.18,0.02,0.93
6543,0.03,15.21,0.01,0.26
6544,0.02,14.38,,
6545,0.02,26.9,0.01,1.75
6546,0.06,29.19,0.01,0.15
6547,0.04,1.03,0.02,0.42
6548,0.03,8.49,0.09,0.07
6549,0.01,,,0.09
6550,0.01,4.93,0.06,1.95
6551,0.08,22.99,0.06,2.71
6552,0.03,25.19,0.05,0.75
6553,0.05,19.84,0.04,1.79
6554,0.03,18.24,0.03,1.05
6555,0.03,16.62,0.0,0.76
6556,,12.15,0.04,0.81
6557,0.02,22.63,0.03,0.67
6558,0.02,19.09,0.07,0.77
6559,0.03,27.15,0.05,0.53
6560,0.08,14.38,0.05,0.08
6561,0.04,3.83,0.09,0.71
6562,0.0,3.67,0.01,0.48
6563,0.07,1.41,0.01,2.88
6564,0.05,8.41,0.03,0.28
6565,0.02,17.49,0.04,0.34
6566,0.06,5.43,0.02,0.24
6567,0.08,18.61,0.03,0.96
6568,0.01,17.63,0.1,2.53
6569,0.01,21.59,0.06,0.77
6570,0.01,15.87,0.03,1.61
6571,0.06,0.96,0.05,1.89
6572,0.09,5.7,0.05,0.71
6573,0.06,1.7,0.05,0.17
6574,0.04,25.37,0.0,0.2
6575,0.08,7.66,0.07,0.83
6576,0.03,25.78,0.02,0.68
6577,0.02,20.11,0.06,1.82
6578,0.08,9.64,0.07,0.41
6579,0.1,27.32,0.01,0.02
6580,0.01,19.22,0.09,1.4
6581,0.08,9.52,0.06,0.85
6582,0.06,1.33,0.08,0.17
6583,0.09,28.39,0.06,1.02
6584,0.09,20.7,0.05,2.61
6585,0.07,8.27,0.09,2.1
6586,0.09,19.02,0.05,0.16
6587,0.03,7.75,0.07,0.12
6588,0.04,2.33,0.07,1.64
6589,0.05,21.47,0.03,0.01
6590,0.09,18.1,0.02,0.64
6591,0.09,18.53,0.02,0.14
6592,0.01,17.57,0.01,0.85
6593,,22.8,0.09,0.54
6594,0.1,23.14,0.06,1.21
6595,0.0,14.63,0.06,0.22
6596,0.04,11.71,0.0,0.91
6597,0.08,23.72,,0.44
6598,0.09,13.15,0.08,1.28
6599,0.04,21.76,0.1,0.27
6600,0.09,11.62,0.07,1.92
6601,0.09,25.82,0.04,1.3
6602,0.01,20.84,0.07,0.97
6603,0.03,24.64,0.06,0.38
6604,0.08,12.07,0.07,1.46
6605,0.02,13.48,0.05,0.57
6606,0.04,24.27,0.02,0.96
6607,0.02,28.07,0.1,0.99
6608,0.06,24.94,0.02,0.01
6609,0.03,4.03,0.06,2.79
6610,0.07,28.09,0.1,1.5
6611,0.02,24.64,0.06,0.83
6612,0.09,0.12,0.04,0.69
6613,0.1,7.27,0.1,0.17
6614,0.09,0.23,0.03,0.23
6615,0.03,23.31,0.04,0.78
6616,0.1,28.85,0.03,0.4
6617,0.0,13.95,0.09,0.35
6618,0.05,26.61,0.1,0.91
6619,0.0,9.02,0.09,1.06
6620,0.07,2.46,0.05,0.92
6621,0.04,6.2,0.06,0.28
6622,0.1,0.21,0.07,0.19
6623,0.07,8.09,0.01,0.04
6624,0.01,14.38,0.02,0.65
6625,0.01,8.53,0.05,0.86
6626,0.04,16.27,0.04,1.64
6627,0.03,17.25,0.08,1.84
6628,0.0,22.12,0.03,0.59
6629,0.09,2.13,0.01,
6630,0.05,1.44,0.07,0.62
6631,0.02,22.07,0.1,0.05
6632,0.05,6.77,0.03,0.24
6633,0.07,13.21,0.05,0.58
6634,0.03,1.62,0.05,1.92
6635,0.06,5.23,0.1,0.64
6636,0.05,9.17,0.04,0.38
6637,0.07,27.63,0.06,1.64
6638,0.05,24.74,0.08,0.19
6639,0.09,20.24,0.09,0.44
6640,0.0,21.07,0.01,0.1
6641,0.08,9.86,0.05,2.13
6642,0.1,11.81,0.06,0.77
6643,0.06,9.08,0.0,0.33
6644,0.07,18.07,0.09,0.46
6645,0.07,5.77,0.05,0.29
6646,0.07,23.6,0.09,0.42
6647,0.08,5.49,0.08,0.73
6648,0.01,0.07,0.06,0.9
6649,0.05,8.88,0.06,0.01
6650,0.06,22.02,0.06,0.09
6651,0.08,25.3,0.05,0.14
6652,0.07,11.48,0.05,0.13
6653,0.02,12.42,0.08,0.66
6654,0.1,26.8,0.02,0.37
6655,0.01,7.51,0.07,0.37
6656,0.02,7.29,0.02,0.39
6657,0.02,21.85,0.08,1.67
6658,0.03,7.22,0.04,0.21
6659,0.0,9.22,0.07,0.68
6660,0.05,24.7,0.05,0.63
6661,0.05,3.79,0.03,1.2
6662,0.09,25.18,0.01,0.39
6663,0.03,28.09,0.01,0.29
6664,0.05,22.57,0.04,0.39
6665,0.06,1.5,0.06,0.43
6666,0.09,3.03,0.08,0.77
6667,0.09,11.93,0.07,0.12
6668,0.07,10.12,0.06,1.13
6669,0.03,1.87,0.09,2.13
6670,0.1,25.71,0.07,1.83
6671,0.09,27.84,0.06,0.5
6672,0.05,4.38,0.06,0.68
6673,0.06,4.43,0.09,0.18
6674,0.04,2.27,0.05,0.23
6675,0.02,22.8,0.04,0.61
6676,0.1,1.27,0.06,0.37
6677,0.07,13.74,0.09,0.33
6678,0.09,14.74,0.03,1.79
6679,0.08,25.51,0.02,0.65
6680,0.01,7.46,0.04,0.21
6681,0.0,18.33,0.07,0.94
6682,0.07,7,0.04,0.18
6683,0.09,1.88,0.07,1.01
6684,0.05,25.05,0.01,1.98
6685,0.06,18.32,0.06,0.08
6686,0.1,11.26,0.09,0.62
6687,0.09,23.55,,0.89
6688,0.05,0.87,0.01,0.56
6689,0.02,10.8,0.07,0.11
6690,0.1,6.36,0.01,
6691,0.07,9.22,0.02,1.84
6692,0.04,5.04,0.06,
6693,0.05,0.17,0.03,0.65
6694,0.06,10.32,0.0,0.88
6695,0.07,4.83,0.04,0.06
6696,0.01,9.15,0.08,1.02
6697,0.1,4.61,0.05,0.86
6698,0.08,3.17,0.08,0.28
6699,0.03,10.88,0.08,0.91
6700,0.09,26.28,0.03,2.21
6701,0.1,0.34,0.01,0.97
6702,0.07,1.91,0.04,2.84
6703,0.07,8.34,0.06,0.41
6704,0.01,28.73,0.03,1.95
6705,0.02,2.48,0.06,1.35
6706,0.06,27.85,0.04,0.43
6707,0.02,,0.02,2.84
6708,0.05,9.9,0.03,1.27
6709,0.06,14.05,0.05,0.13
6710,0.06,23.95,0.05,1.29
6711,0.01,22.97,0.07,0.93
6712,0.07,24.14,0.01,0.98
6713,0.03,27.51,0.1,0.67
6714,0.01,18.19,0.09,0.16
6715,0.01,6.46,0.08,
6716,0.08,16.38,0.06,0.63
6717,,8.44,0.02,0.76
6718,0.01,11.81,0.09,0.83
6719,0.04,3.79,0.08,0.88
6720,0.05,20.86,0.05,0.68
6721,0.09,5.41,0.05,0.17
6722,0.02,25.52,0.1,0.55
6723,0.09,21.76,0.09,1.84
6724,0.1,21.92,0.01,
6725,0.0,18.34,0.03,0.37
6726,0.04,8.96,0.1,0.14
6727,0.08,11.51,0.0,0.15
6728,0.02,11.08,0.1,0.94
6729,0.02,12.91,0.01,0.37
6730,0.02,4.97,0.09,0.04
6731,0.05,15.9,0.06,0.28
6732,0.0,9.32,0.03,0.02
6733,0.05,23.94,0.08,1.76
6734,0.09,20.45,0.08,1.2
6735,0.08,13.53,0.02,1.06
6736,0.09,23.3,0.04,1.04
6737,0.04,22.54,0.06,0.43
6738,0.08,1.13,0.02,0.44
6739,0.05,7.11,,0.52
6740,0.06,28.69,0.07,0.2
6741,0.09,5.64,0.06,1.19
6742,0.08,17.31,0.07,0.51
6743,0.03,15.94,0.07,0.34
6744,0.01,21.28,0.1,0.77
6745,0.09,23.7,0.01,0.9
6746,0.08,16.52,0.01,2.19
6747,0.06,28.09,0.07,1.51
6748,0.04,4.77,0.05,0.48
6749,0.0,26.74,0.02,0.96
6750,0.06,10.77,0.09,0.2
6751,0.08,28.57,0.09,0.86
6752,0.08,9.4,0.08,0.5
6753,0.07,7.65,0.03,0.6
6754,0.02,9.25,0.07,0.74
6755,0.01,17.76,0.0,0.56
6756,0.01,10.68,0.06,0.14
6757,0.03,29.34,0.08,1.41
6758,0.04,1.83,0.02,1.39
6759,0.07,28.1,0.04,0.25
6760,0.02,26.21,0.04,1.29
6761,0.02,27.65,0.1,0.49
6762,0.02,6.38,0.02,1.14
6763,0.06,13.23,0.1,2.0
6764,0.09,12.46,0.05,1.68
6765,0.06,5.58,0.03,0.8
6766,0.06,26.61,0.07,2.64
6767,0.05,1.23,0.05,0.57
6768,0.04,5.03,0.02,1.55
6769,0.03,11.87,0.05,0.58
6770,0.04,19.45,0.07,0.24
6771,0.03,23.17,0.06,0.95
6772,0.05,4.31,0.06,1.33
6773,0.01,26.54,0.05,0.76
6774,0.08,26.6,0.09,0.95
6775,0.06,23.68,0.09,0.14
6776,0.02,1.94,0.08,0.65
6777,0.06,26.04,0.03,0.73
6778,0.02,5.35,0.09,0.28
6779,0.06,18.67,0.1,0.04
6780,0.07,0.06,0.0,0.61
6781,0.08,26.09,0.09,2.05
6782,0.02,20.07,0.06,0.76
6783,0.07,24.37,0.07,0.17
6784,0.01,13.07,0.01,0.26
6785,0.06,7.5,0.02,1.08
6786,0.05,27.99,0.05,2.28
6787,0.04,1.68,0.04,0.07
6788,0.07,1.7,0.06,0.24
6789,0.03,28.67,0.03,1.05
6790,0.05,15.06,0.08,0.27
6791,0.06,3.13,0.1,0.04
6792,0.09,16.43,0.01,0.38
6793,0.08,22.35,0.06,1.73
6794,0.06,11.04,0.04,1.91
6795,0.01,20.18,0.08,0.9
6796,0.01,27.18,0.02,1.01
6797,0.04,6.67,0.02,0.13
6798,0.05,21.62,0.01,1.73
6799,0.05,21.69,0.05,0.75
6800,0.09,17.11,0.08,0.72
6801,0.05,27.24,0.01,0.08
6802,0.07,11.63,0.07,0.07
6803,0.05,2.97,0.03,0.23
6804,0.08,11.85,0.02,0.37
6805,0.02,2.1,0.02,1.21
6806,0.08,1.73,0.04,0.27
6807,0.01,16.32,0.03,0.63
6808,0.03,12.37,0.04,2.0
6809,0.06,13.7,0.04,
6810,0.09,28.36,0.09,1.96
6811,0.04,3.8,0.05,0.77
6812,0.02,15.23,0.05,0.09
6813,0.1,0.21,0.08,0.52
6814,0.08,4.43,0.05,0.43
6815,0.02,12.19,0.08,0.23
6816,0.04,2.52,0.02,0.98
6817,0.01,13.3,0.07,0.03
6818,0.0,22.07,0.01,0.66
6819,0.07,20.04,0.06,0.13
6820,0.06,22.92,0.09,0.27
6821,0.01,11.14,0.06,1.84
6822,0.05,14.67,0.02,0.36
6823,0.05,7,0.06,0.62
6824,0.05,6.94,0.08,1.0
6825,0.07,11.61,0.05,0.71
6826,0.05,5.96,0.01,1.01
6827,0.0,16.32,0.02,0.67
6828,0.06,17.35,0.08,0.38
6829,0.08,9.78,0.01,1.96
6830,0.01,21.84,0.03,0.61
6831,0.03,11.44,0.07,0.52
6832,0.08,20.21,0.06,0.61
6833,0.07,15.98,0.06,3.0
6834,0.03,13.56,0.06,0.88
6835,0.07,16.07,0.09,0.64
6836,0.03,24.88,0.03,1.83
6837,0.05,13.87,0.03,0.58
6838,0.04,25.49,0.04,2.49
6839,0.05,3.12,0.09,0.89
6840,0.06,12.13,0.09,2.8
6841,0.06,23.79,0.04,0.86
6842,0.03,17.71,0.05,0.64
6843,0.08,18.89,0.02,0.32
6844,0.06,27.31,0.04,
6845,0.01,13.95,0.06,
6846,,20.72,0.0,0.46
6847,,13.62,0.01,0.46
6848,0.02,,0.07,0.39
6849,0.05,21.5,0.06,0.85
6850,0.01,13.79,0.09,2.02
6851,0.09,28.72,0.07,1.13
6852,0.03,28.81,0.01,0.68
6853,0.04,10.72,0.07,0.88
6854,0.08,0.1,0.01,2.76
6855,0.04,19.06,0.06,0.1
6856,0.07,14.21,0.07,1.66
6857,0.07,8.92,0.02,0.54
6858,0.04,20.98,0.03,1.82
6859,0.01,15.95,0.0,0.67
6860,0.05,17.1,0.02,0.66
6861,0.09,15.06,0.06,0.26
6862,0.08,21.17,0.06,0.84
6863,0.02,0.69,0.09,0.12
6864,0.03,18.32,0.09,0.51
6865,0.06,24.8,0.05,0.54
6866,0.05,3.83,0.04,0.94
6867,0.09,23.12,0.06,0.2
6868,0.04,2.81,0.02,1.47
6869,0.02,9.14,0.03,0.58
6870,0.07,22.27,0.03,0.67
6871,0.07,7.46,0.02,0.69
6872,0.07,14.61,0.06,0.78
6873,0.02,20.84,0.02,0.69
6874,0.07,0.09,0.03,1.87
6875,0.08,14.26,0.05,0.48
6876,0.06,27.22,0.06,2.15
6877,0.04,0.65,0.07,0.58
6878,0.03,26.48,0.1,1.04
6879,0.02,15.96,0.03,1.82
6880,0.02,23.98,0.01,1.03
6881,0.07,17.56,0.06,0.55
6882,0.09,11.62,0.09,0.55
6883,0.04,20.68,0.02,0.67
6884,0.05,,0.01,0.3
6885,0.09,23.13,0.03,0.79
6886,0.03,20.96,0.01,0.82
6887,0.09,16.54,0.06,0.71
6888,0.09,26.89,0.04,0.39
6889,0.04,0.66,0.02,0.28
6890,0.1,18.74,0.09,1.25
6891,0.04,28.91,0.06,2.95
6892,0.06,0.4,0.05,2.91
6893,0.04,13.43,0.07,0.96
6894,0.06,24.27,0.02,0.42
6895,0.06,6.23,0.0,2.0
6896,0.06,17.95,0.07,0.85
6897,0.09,14.5,0.02,
6898,0.04,29.06,0.09,2.33
6899,0.08,14.25,0.07,1.1
6900,0.03,24.03,0.09,2.7
6901,0.07,25.25,0.07,0.25
6902,0.01,13.68,0.07,1.02
6903,0.09,0.78,0.05,0.18
6904,0.03,28.56,0.02,0.32
6905,0.02,2.67,0.04,0.96
6906,0.06,0.32,0.05,0.32
6907,0.05,23.76,0.02,0.1
6908,0.09,4.32,0.04,0.59
6909,0.01,11.4,0.05,1.57
6910,0.05,0.02,0.06,0.94
6911,0.08,4.11,0.04,0.02
6912,0.1,18.42,0.07,0.09
6913,0.01,23.85,0.06,0.49
6914,0.06,26.75,0.1,0.33
6915,0.05,5.24,0.04,0.2
6916,0.09,28.55,0.01,
6917,0.02,27.07,0.06,0.28
6918,0.02,5.85,0.04,0.02
6919,0.04,19.98,0.02,2.43
6920,0.07,2.56,0.04,0.89
6921,0.0,4.32,0.04,0.27
6922,0.08,27.48,0.04,0.31
6923,0.02,2.77,0.0,0.22
6924,0.1,19.21,0.05,0.16
6925,0.03,15.93,0.04,0.12
6926,0.05,25.04,0.05,0.95
6927,0.09,19.73,0.09,0.67
6928,0.01,16.88,0.06,0.7
6929,0.03,6.1,0.07,0.18
6930,0.05,19.68,0.06,0.48
6931,0.04,6.62,0.08,0.06
6932,0.07,11.32,0.03,0.89
6933,0.05,19.73,0.05,0.14
6934,0.04,28.78,0.01,0.4
6935,0.09,27.39,0.07,0.85
6936,0.06,23.53,0.03,0.72
6937,0.0,22.25,0.07,0.09
6938,0.02,2.56,0.06,0.58
6939,0.04,10.89,0.01,0.15
6940,0.06,24.81,0.1,0.14
6941,0.01,0.12,0.06,2.06
6942,0.07,26.03,0.05,0.15
6943,0.01,17.62,0.05,2.06
6944,0.01,17.8,0.02,0.06
6945,0.02,28.09,0.02,0.07
6946,0.07,7.18,0.08,0.85
6947,0.09,16.84,0.09,0.65
6948,0.08,0.65,0.02,1.9
6949,0.03,4.98,0.07,0.84
6950,0.08,24.02,0.08,0.19
6951,0.08,1.09,0.01,0.49
6952,0.02,0.23,0.06,0.76
6953,0.01,14.16,0.08,0.11
6954,0.04,23.69,0.1,1.19
6955,0.01,27.94,0.08,0.54
6956,0.09,27.28,0.08,0.38
6957,0.1,14.79,0.04,0.31
6958,0.07,10.51,0.07,0.92
6959,0.08,24.19,0.01,0.93
6960,0.07,4.76,0.02,0.05
6961,0.0,22.94,0.01,0.9
6962,0.03,,0.05,0.04
6963,0.01,18.4,0.1,2.08
6964,0.06,0.39,0.0,0.46
6965,0.06,7.21,0.01,1.86
6966,0.08,22.45,0.03,0.0
6967,0.04,16.44,0.06,0.06
6968,0.03,10.68,0.01,0.89
6969,0.06,0.88,0.08,0.13
6970,0.08,19.16,0.09,0.13
6971,0.02,25.46,0.03,0.24
6972,0.07,19.64,0.07,0.56
6973,0.06,19.43,0.05,1.35
6974,0.01,25.28,0.1,1.44
6975,0.01,26.45,0.07,1.27
6976,0.05,21.4,0.09,0.73
6977,0.09,25.96,0.02,0.47
6978,0.02,22.01,0.08,0.47
6979,0.01,9.43,0.03,1.83
6980,0.07,15.97,0.03,0.78
6981,0.05,3.25,0.1,0.67
6982,0.02,0.66,0.0,0.09
6983,0.06,10.52,0.03,0.94
6984,0.01,1.26,0.04,0.21
6985,0.01,24.76,0.03,0.99
6986,0.06,2.61,0.07,0.31
6987,0.01,6.82,0.06,0.4
6988,,19.86,0.05,0.36
6989,0.03,8.97,0.04,0.84
6990,0.03,21.4,0.06,1.65
6991,0.07,2.62,0.06,0.23
6992,0.0,18.77,0.04,0.33
6993,0.08,8.21,0.06,0.02
6994,0.09,19.21,0.01,0.14
6995,0.04,23.1,0.08,0.58
6996,0.03,9.36,0.01,1.54
6997,0.08,16.05,0.03,0.72
6998,0.09,21.43,0.09,0.17
6999,0.02,5.56,0.05,0.14
7000,0.09,25.06,0.04,0.8
7001,0.05,28.12,0.09,1.73
7002,0.01,10.66,0.06,0.05
7003,0.09,17.46,0.03,0.4
7004,0.05,25.9,0.06,0.59
7005,0.06,13.69,0.02,0.11
7006,0.04,16.19,0.07,1.18
7007,0.0,18.86,0.07,1.1
7008,0.0,26.07,0.02,0.72
7009,0.04,13.49,0.04,0.03
7010,0.04,20.61,0.06,0.74
7011,0.04,9.59,0.09,0.03
7012,0.04,28.7,0.07,
7013,0.03,6.98,0.06,0.17
7014,0.03,0.48,0.0,1.15
7015,0.0,12.9,0.08,0.02
7016,0.07,19.67,0.09,0.46
7017,0.06,13.18,0.01,0.54
7018,0.09,10.99,0.08,0.66
7019,0.0,17.55,0.02,0.16
7020,0.0,21.97,0.07,0.11
7021,0.02,,0.04,0.19
7022,0.04,19.28,0.04,1.09
7023,0.09,13.62,0.02,2.02
7024,0.1,29.02,0.06,0.73
7025,0.03,12.2,,0.33
7026,0.07,0.17,0.06,0.82
7027,0.02,24.88,0.02,2.17
7028,0.01,17.21,0.07,1.98
7029,0.08,7.96,0.09,1.56
7030,0.1,9.27,0.08,0.46
7031,0.04,15.26,0.03,0.45
7032,0.09,13.98,0.09,0.77
7033,0.06,9.39,0.06,0.6
7034,0.06,14.28,0.02,0.13
7035,0.08,23.57,0.01,0.35
7036,0.07,14.4,0.07,0.69
7037,0.07,26.8,0.07,1.51
7038,0.09,11.65,0.03,0.5
7039,0.02,25.09,0.05,0.55
7040,0.02,7.28,0.08,0.09
7041,0.02,27.52,0.04,0.44
7042,0.09,14.27,0.08,0.8
7043,0.03,2.56,0.03,0.09
7044,0.08,7.68,0.04,0.66
7045,0.05,22.64,0.08,1.93
7046,0.0,6.5,0.04,0.14
7047,0.02,18.68,0.01,0.37
7048,0.01,5.72,0.06,0.61
7049,0.03,6.46,0.05,0.75
7050,0.04,0.41,0.06,0.48
7051,0.04,19.41,0.02,0.53
7052,0.01,29.08,0.03,0.75
7053,0.01,15.36,0.05,0.96
7054,0.08,18.69,0.03,0.34
7055,0.08,16.35,0.04,0.15
7056,0.07,11,0.01,1.11
7057,0.06,0.24,0.07,0.81
7058,0.01,27.4,0.03,0.19
7059,0.09,26.12,0.08,0.03
7060,0.08,28.34,0.04,0.19
7061,0.09,20.14,0.08,0.02
7062,0.09,21.04,0.05,0.27
7063,0.05,14.45,0.03,0.72
7064,0.09,21.24,0.0,0.78
7065,0.02,10.89,0.03,0.11
7066,0.02,18.79,0.09,0.93
7067,0.07,26.5,0.09,1.05
7068,0.02,28.66,0.05,0.03
7069,0.09,3.31,0.06,0.92
7070,0.02,19.84,0.07,0.45
7071,0.03,28.35,0.04,0.78
7072,0.02,14.53,0.04,0.21
7073,0.09,6.1,0.05,2.41
7074,0.07,6.74,0.01,0.41
7075,0.08,3.48,0.07,0.86
7076,0.01,25.95,0.1,0.07
7077,0.04,23.56,0.08,0.96
7078,0.08,9.03,0.08,0.4
7079,0.09,17.84,0.01,0.04
7080,0.1,20.45,0.01,0.53
7081,0.02,6.16,0.05,0.2
7082,0.03,7.88,0.03,0.51
7083,0.04,23.39,0.05,0.11
7084,0.08,26.09,0.04,1.72
7085,0.02,17.57,0.09,0.66
7086,0.06,5.26,0.09,0.72
7087,0.08,5.14,0.06,0.58
7088,0.07,16.68,0.06,0.83
7089,0.07,0.22,0.03,0.67
7090,0.05,10.92,0.01,0.07
7091,0.02,8.68,0.01,0.69
7092,0.09,17.2,0.06,1.59
7093,0.03,3.16,0.08,1.07
7094,0.02,29.03,0.02,0.12
7095,0.1,29.41,0.0,0.13
7096,0.0,19.62,0.1,0.02
7097,0.03,22.7,0.04,0.41
7098,0.04,0.69,0.03,1.93
7099,0.07,0.88,0.1,0.96
7100,0.08,12.37,0.08,0.32
7101,0.07,17.63,0.07,0.4
7102,0.08,11.97,0.01,2.99
7103,0.09,26.35,0.08,0.95
7104,0.02,0.9,0.08,0.83
7105,0.06,28.66,0.01,0.08
7106,0.08,1.53,0.04,
7107,0.04,17.16,0.0,1.4
7108,0.06,23.36,0.01,0.99
7109,0.01,3.68,0.04,2.44
7110,0.09,14.56,0.05,0.88
7111,0.01,9.22,0.07,0.36
7112,0.02,9.87,0.01,0.68
7113,0.09,28.32,0.05,1.04
7114,0.02,27.46,0.03,0.89
7115,0.07,,0.04,1.93
7116,0.07,29.63,0.03,0.4
7117,0.03,28.86,0.01,
7118,0.1,11.82,0.1,1.15
7119,0.1,0.75,0.03,2.11
7120,0.08,7.82,0.03,1.04
7121,0.03,19.13,0.04,0.37
7122,0.08,22.7,0.05,0.61
7123,0.02,24.18,0.06,0.56
7124,0.01,4.14,0.07,0.37
7125,0.02,9.98,0.08,0.8
7126,0.02,22.53,0.06,2.93
7127,0.06,8.8,0.04,0.09
7128,0.02,2.85,0.06,0.89
7129,0.1,6.33,0.02,0.09
7130,0.1,5.31,0.05,0.28
7131,0.05,11.28,,0.43
7132,0.02,10.42,0.04,2.48
7133,0.03,10.66,0.03,1.65
7134,0.09,19.71,0.07,1.93
7135,0.05,11.71,0.08,0.17
7136,0.05,28.63,0.08,0.16
7137,0.09,23.67,0.05,0.84
7138,0.01,18.88,0.02,0.99
7139,0.05,22.3,0.04,0.5
7140,0.05,10.78,0.06,1.67
7141,0.09,5.85,0.05,0.14
