Id,copper,flouride,bacteria,viruses,lead
6702,1.79,0.59,0.25,0.008,0.03
6703,0.37,0.36,0.41,0.002,0.06
6704,0.51,0.07,0.12,0.006,0.075
6705,1.22,0.46,0.37,0.004,0.105
6706,1.59,1.01,0.3,0.008,0.052
6707,0.79,0.32,0.64,0.64,0.044
6708,0.36,1.31,0.64,0.64,0.154
6709,0.67,0.73,0.92,0.92,0.057
6710,0.92,1.09,0.75,0.75,0.085
6711,0.76,0.62,0.65,0.65,0.044
6712,0.13,0.06,0.58,0.58,0.035
6713,,0.44,0.31,0.002,0.136
6714,1.33,1.07,0.35,0.004,0.099
6715,0.86,1.3,0.89,0.89,0.02
6716,0.66,0.4,0.25,0.003,0.144
6717,1.89,0.95,0.36,0.003,0.178
6718,1.02,1.34,0.62,0.62,0.062
6719,1.47,0.21,0.33,0.005,0.106
6720,1.97,0.85,0.56,0.56,0.096
6721,0.85,0.24,0.49,0.001,0.021
6722,0.53,0.05,0.32,0.002,0.018
6723,0.81,1.25,0.15,0.002,
6724,0.79,0.34,0.21,0.001,0.08
6725,1.84,0.75,0.92,0.92,0.142
6726,,0.37,0.53,0.53,0.075
6727,1.81,0.38,0.09,0.006,0.083
6728,0.27,1.45,0.84,0.84,0.14
6729,0.69,0.45,0.03,0.005,0.049
6730,0.41,1.22,0.29,0.006,0.101
6731,1.02,0.03,0.73,0.73,0.138
6732,,0.77,0.77,0.77,0.019
6733,1.63,1.35,0.69,0.69,0.02
6734,1.16,0.4,0.25,0.002,
6735,0.18,0.74,0.19,0.005,0.112
6736,1.0,1.38,0.68,0.68,0.198
6737,0.4,0.88,0.59,0.59,0.118
6738,1.43,0.68,0.42,0.005,0.108
6739,0.1,0.86,0.4,0.003,0.007
6740,0.66,0.03,0.62,0.62,0.024
6741,0.06,0.36,0.28,0.004,0.02
6742,0.41,0.72,0.25,0.007,0.02
6743,0.25,0.11,0.71,0.71,0.09
6744,0.43,0.9,0.79,0.79,0.199
6745,0.09,1.47,0.14,0.0,0.065
6746,0.39,0.1,0.15,0.002,0.033
6747,0.75,1.29,0.18,0.001,0.134
6748,1.83,0.79,0.7,0.7,0.122
6749,0.28,1.11,0.2,0.008,0.052
6750,1.63,0.75,0.95,0.95,0.162
6751,1.02,1.24,0.44,0.001,0.197
6752,1.29,1.01,0.03,0.006,0.013
6753,0.87,1.39,0.35,0.001,0.02
6754,0.86,1.29,0.39,0.005,0.016
6755,0.66,0.04,0.32,0.002,0.028
6756,1.13,0.24,0.59,0.59,0.051
6757,0.1,0.72,0.39,0.008,0.011
6758,0.39,0.76,0.15,0.004,0.082
6759,1.38,0.63,0.97,0.97,0.017
6760,1.65,0.5,0.09,0.006,0.18
6761,0.74,0.84,0.22,0.004,0.043
6762,1.05,1.26,0.03,0.003,0.079
6763,0.04,0.55,0.58,0.58,0.127
6764,1.97,1.36,0.37,0.001,0.06
6765,1.15,0.25,0.04,0.003,0.135
6766,0.54,0.79,0.89,0.89,0.07
6767,1.9,1.18,0.46,0.007,0.112
6768,1.32,0.65,,0.95,0.148
6769,1.78,0.01,0.75,0.75,0.153
6770,1.91,0.96,0.14,0.002,0.132
6771,1.39,0.66,0.7,0.7,0.126
6772,0.24,0.83,0.8,0.8,0.194
6773,1.93,0.78,0.55,0.55,0.17
6774,1.99,0.08,0.1,0.008,0.172
6775,0.85,0.14,0.41,0.006,0.183
6776,1.06,1.08,0.15,0.001,0.189
6777,0.26,0.82,0.74,0.74,0.197
6778,0.98,0.33,0.49,0.007,0.062
6779,0.05,0.4,0.74,0.74,0.012
6780,1.41,1.08,0.38,0.002,0.15
6781,1.42,1.29,0.28,0.002,0.01
6782,1.71,1.35,0.85,0.85,0.1
6783,0.13,1.42,0.48,0.006,0.182
6784,0.99,0.31,0.01,0.007,0.19
6785,1.71,0.03,,0.6,0.193
6786,1.23,1.48,0.57,0.57,0.106
6787,0.86,0.11,0.85,0.85,0.101
6788,0.65,0.2,0.45,0.005,0.013
6789,1.86,1.05,0.58,0.58,0.006
6790,0.63,1.03,0.18,0.004,0.031
6791,0.49,1.38,0.31,0.009,0.115
6792,0.31,0.74,0.55,0.55,0.093
6793,0.72,0.09,0.11,0.003,0.166
6794,0.13,1.04,0.26,0.001,0.157
6795,1.48,0.95,0.91,0.91,0.073
6796,0.47,1.02,0.4,0.0,0.02
6797,0.04,1.3,0.03,0.007,0.11
6798,1.66,1.08,0.32,0.001,0.017
6799,0.68,1.2,0.26,0.006,0.155
6800,1.95,0.99,0.05,0.009,0.156
6801,1.63,0.67,0.4,0.008,0.143
6802,1.33,1.08,0.44,0.005,0.093
6803,0.53,0.93,0.36,0.003,0.102
6804,0.62,0.88,0.25,0.002,0.167
6805,1.6,0.16,0.02,0.003,0.178
6806,0.13,0.3,0.2,0.003,0.05
6807,1.94,0.63,0.75,0.75,0.109
6808,0.51,1.49,0.24,0.003,0.02
6809,0.18,0.16,0.51,0.51,0.173
6810,0.14,0.75,0.51,0.51,0.093
6811,0.89,0.61,0.01,0.001,0.117
6812,,1.44,0.34,0.004,0.172
6813,1.78,1.27,0.15,0.002,0.163
6814,1.32,0.76,0.23,0.004,0.128
6815,1.0,0.14,0.36,0.005,0.1
6816,0.87,1.14,0.79,0.79,0.102
6817,1.54,0.64,0.26,0.006,0.2
6818,1.92,1.36,0.94,0.94,0.128
6819,0.07,0.53,0.02,0.001,0.028
6820,0.98,0.27,0.2,0.005,0.012
6821,0.91,0.65,0.51,0.51,0.023
6822,0.39,0.33,0.83,0.83,0.079
6823,1.65,0.8,0.54,0.54,0.163
6824,0.77,0.81,0.2,0.007,0.148
6825,0.48,1.36,0.73,0.73,0.164
6826,1.04,0.63,0.09,0.007,0.179
6827,1.37,1.46,0.59,0.59,0.141
6828,0.27,0.61,0.65,0.65,0.137
6829,1.05,0.96,0.32,0.008,0.049
6830,0.05,0.03,0.24,0.002,0.011
6831,1.5,0.68,0.8,0.8,0.193
6832,0.78,1.5,0.36,0.0,0.004
6833,0.58,1.07,0.52,0.52,0.103
6834,0.56,0.8,0.29,0.001,0.186
6835,0.36,0.55,0.03,0.005,0.19
6836,0.77,0.79,0.37,0.001,0.147
6837,1.45,0.65,0.57,0.57,0.19
6838,0.17,0.59,0.4,0.008,0.153
6839,0.02,0.47,0.28,0.005,0.141
6840,1.25,,0.69,0.69,0.111
6841,1.83,0.77,0.67,0.67,0.089
6842,1.98,0.99,0.41,0.0,0.099
6843,1.48,0.91,0.74,0.74,0.074
6844,0.06,1.03,0.44,0.007,0.142
6845,1.64,1.39,0.3,0.005,0.156
6846,0.75,1.25,0.28,0.002,0.083
6847,0.81,1.27,0.53,0.53,0.057
6848,1.67,0.02,0.1,0.007,0.028
6849,0.44,0.67,0.59,0.59,0.042
6850,0.48,1.48,0.06,0.001,0.117
6851,1.76,0.33,0.17,0.0,0.126
6852,1.73,0.06,0.42,0.003,0.064
6853,0.98,0.79,0.72,0.72,0.115
6854,0.04,0.61,0.21,0.001,0.089
6855,1.38,0.13,0.36,0.002,
6856,0.16,1.01,0.76,0.76,0.168
6857,1.49,1.45,0.42,0.009,0.159
6858,0.96,1.45,0.44,0.007,0.039
6859,0.99,0.87,0.39,0.002,0.17
6860,1.19,0.26,0.72,0.72,0.034
6861,0.28,1.16,0.85,0.85,0.005
6862,0.75,0.34,0.98,0.98,0.104
6863,0.93,1.44,0.53,0.53,0.199
6864,0.77,1.23,0.79,0.79,0.112
6865,0.31,1.1,0.06,0.005,0.072
6866,1.95,1.29,0.05,0.002,0.088
6867,0.8,0.63,0.48,0.007,0.112
6868,1.88,1.34,0.28,0.003,0.116
6869,0.42,1.2,0.36,0.008,0.056
6870,0.96,1.41,0.99,0.99,0.13
6871,0.91,1.26,0.74,0.74,0.16
6872,0.79,0.37,0.35,0.004,0.118
6873,0.01,1.1,0.89,0.89,0.142
6874,0.84,0.04,0.13,0.002,0.123
6875,1.3,0.95,1.0,1.0,0.133
6876,0.25,0.41,0.72,0.72,0.158
6877,1.26,0.13,0.93,0.93,0.165
6878,1.56,1.15,0.07,0.001,0.044
6879,0.19,0.29,0.29,0.0,0.099
6880,0.4,0.71,0.2,0.008,0.022
6881,1.37,1.39,0.27,0.002,0.108
6882,0.3,0.14,0.57,0.57,0.044
6883,1.29,0.13,0.43,0.008,0.169
6884,0.89,0.7,0.07,0.008,0.122
6885,1.16,1.32,0.1,0.005,0.188
6886,1.08,1.18,0.55,0.55,0.105
6887,0.15,0.19,0.76,0.76,0.036
6888,1.23,0.84,0.33,0.005,0.063
6889,1.69,1.32,0.99,0.99,0.063
6890,0.36,0.64,0.69,0.69,0.005
6891,0.09,0.71,0.84,0.84,0.115
6892,0.3,1.24,0.51,0.51,0.098
6893,0.05,,0.42,0.0,0.165
6894,1.27,0.21,0.67,0.67,0.092
6895,1.44,0.58,0.21,0.006,0.066
6896,0.16,0.23,0.44,0.007,0.093
6897,1.13,1.43,0.63,0.63,0.152
6898,1.82,0.44,0.14,0.001,0.022
6899,0.75,0.09,0.84,0.84,0.183
6900,1.33,0.18,0.81,0.81,0.041
6901,0.87,0.29,0.58,0.58,0.195
6902,0.36,0.37,0.45,0.001,
6903,1.95,,0.94,0.94,0.006
6904,0.01,1.28,0.77,0.77,0.144
6905,0.75,1.26,0.87,0.87,0.097
6906,0.36,1.14,0.22,0.002,0.065
6907,1.99,0.81,0.19,0.001,0.098
6908,0.11,1.46,0.75,0.75,0.005
6909,1.05,0.31,0.26,0.002,0.17
6910,0.8,0.36,0.64,0.64,0.087
6911,1.32,0.83,0.6,0.6,0.072
6912,0.68,1.36,0.74,0.74,0.126
6913,0.82,0.1,0.79,0.79,0.044
6914,1.32,0.59,0.18,0.008,
6915,0.04,0.6,0.39,0.009,0.016
6916,1.43,0.19,0.92,0.92,0.097
6917,0.75,0.2,0.69,0.69,0.104
6918,1.33,0.58,0.22,0.002,0.168
6919,1.43,1.34,0.76,0.76,0.069
6920,1.77,0.06,0.75,0.75,0.098
6921,1.93,0.45,0.63,0.63,0.124
6922,0.85,1.21,0.4,0.002,0.103
6923,0.2,0.64,0.18,0.007,0.132
6924,1.95,1.16,0.94,0.94,0.047
6925,0.1,1.08,0.99,0.99,0.002
6926,,0.49,0.6,0.6,0.093
6927,0.4,1.09,0.65,0.65,0.14
6928,1.74,0.66,0.07,0.008,0.091
6929,1.29,0.83,0.16,0.001,0.152
6930,1.08,0.7,0.87,0.87,0.106
6931,0.2,1.15,0.61,0.61,0.133
6932,0.92,1.2,0.2,0.002,0.01
6933,1.05,0.68,0.39,0.001,0.159
6934,0.26,0.16,0.91,0.91,0.176
6935,0.93,0.85,0.1,0.001,0.167
6936,0.86,1.34,0.97,0.97,0.086
6937,0.61,0.35,0.86,0.86,0.132
6938,0.4,0.79,0.63,0.63,0.122
6939,1.5,0.23,0.18,0.007,0.166
6940,0.4,0.59,0.61,0.61,0.04
6941,0.18,0.91,0.78,0.78,0.174
6942,1.75,0.19,0.9,0.9,0.045
6943,1.98,0.28,0.89,0.89,0.11
6944,1.8,1.39,0.31,0.005,0.175
6945,1.83,0.61,0.55,0.55,0.188
6946,1.05,0.05,0.49,0.005,0.1
6947,0.12,0.48,0.93,0.93,0.142
6948,0.49,1.15,0.7,0.7,0.081
6949,1.77,0.94,0.22,0.006,0.126
6950,0.46,0.33,0.92,0.92,0.025
6951,0.49,1.39,0.75,0.75,0.064
6952,0.58,0.34,0.53,0.53,0.183
6953,1.94,1.31,0.69,0.69,0.194
6954,1.76,0.74,0.32,0.002,0.048
6955,0.77,0.46,0.19,0.001,0.059
6956,1.14,0.83,0.36,0.004,0.065
6957,1.08,0.52,0.74,0.74,0.067
6958,1.33,0.58,0.26,0.009,0.022
6959,1.57,1.25,0.06,0.007,0.194
6960,0.18,0.37,0.03,0.008,0.081
6961,1.34,0.5,0.86,0.86,0.087
6962,1.14,0.58,0.84,0.84,0.054
6963,1.04,0.09,0.83,0.83,
6964,1.94,1.49,0.15,0.001,0.114
6965,1.22,0.33,0.23,0.001,0.151
6966,0.42,0.71,0.85,0.85,0.079
6967,1.82,0.56,0.95,0.95,0.154
6968,1.29,0.85,0.65,0.65,0.121
6969,1.11,0.61,0.73,0.73,0.178
6970,1.92,0.29,0.02,0.007,0.192
6971,1.1,0.22,0.21,,0.192
6972,1.93,0.23,0.42,0.006,0.195
6973,0.95,1.46,0.08,0.008,0.181
6974,0.76,1.05,0.4,0.007,0.185
6975,1.71,0.8,0.13,0.009,0.176
6976,1.68,0.76,0.78,0.78,0.163
6977,1.86,0.26,0.55,0.55,0.013
6978,1.26,0.59,0.75,0.75,0.011
6979,1.03,0.27,0.19,0.003,0.163
6980,1.33,0.35,0.89,0.89,0.165
6981,1.83,1.3,0.12,0.003,0.129
6982,1.44,0.79,0.15,0.008,0.198
6983,1.45,0.89,0.21,0.002,0.177
6984,1.8,1.46,0.88,0.88,0.088
6985,2.0,1.0,0.79,0.79,0.169
6986,1.67,0.47,0.54,0.54,0.141
6987,1.87,1.14,0.41,0.001,0.033
6988,1.23,0.35,0.89,0.89,0.12
6989,0.83,0.48,0.43,0.003,0.124
6990,0.79,1.43,0.51,0.51,0.094
6991,0.7,0.74,0.95,0.95,0.124
6992,1.03,1.15,0.5,0.5,0.099
6993,0.67,0.04,0.22,0.009,0.107
6994,1.24,0.79,0.7,0.7,0.113
6995,1.56,1.07,0.19,0.0,0.103
6996,1.08,1.14,0.91,0.91,0.135
6997,0.79,0.15,0.62,0.62,0.106
6998,1.2,1.31,0.91,0.91,0.027
6999,1.64,0.29,0.31,0.005,0.177
7000,1.39,0.7,0.94,0.94,0.116
7001,0.97,0.06,0.12,0.008,0.189
7002,0.4,0.79,0.43,0.005,0.033
7003,0.59,0.05,0.2,0.001,0.168
7004,1.87,1.16,0.43,0.009,0.121
7005,1.98,0.09,1.0,1.0,0.1
7006,0.27,0.41,0.67,0.67,0.067
7007,0.67,1.26,0.38,0.007,0.105
7008,0.62,1.1,0.12,0.001,0.036
7009,0.15,1.1,0.5,0.5,0.194
7010,1.55,0.14,0.89,0.89,0.041
7011,0.01,0.56,0.43,0.002,0.185
7012,0.75,0.96,0.64,0.64,0.1
7013,1.0,0.36,0.3,0.005,0.092
7014,1.63,0.57,0.68,0.68,0.151
7015,1.74,0.52,0.2,0.003,0.105
7016,0.72,1.45,0.19,0.006,0.11
7017,0.73,1.43,0.84,0.84,0.081
7018,0.74,0.54,0.45,0.0,0.181
7019,0.72,1.32,0.99,0.99,0.087
7020,0.43,0.69,0.01,0.004,0.15
7021,,0.99,0.42,0.002,0.165
7022,1.38,0.84,0.15,0.001,0.165
7023,1.57,0.13,0.59,0.59,0.086
7024,1.54,1.14,0.68,0.68,0.136
7025,1.76,0.4,0.27,0.0,0.152
7026,0.45,1.31,0.42,0.005,0.103
7027,0.02,0.31,0.47,0.004,0.17
7028,1.74,1.49,0.13,0.007,0.102
7029,1.49,0.58,0.8,0.8,0.121
7030,0.99,1.12,0.02,0.006,0.004
7031,0.13,0.8,0.69,0.69,0.104
7032,0.82,1.16,0.29,0.005,0.198
7033,0.55,0.96,0.11,0.001,0.131
7034,1.28,0.87,0.9,0.9,0.024
7035,1.89,0.9,,0.98,0.002
7036,1.76,0.83,0.21,0.002,0.03
7037,0.65,0.96,0.84,0.84,0.188
7038,0.03,0.93,0.62,0.62,0.05
7039,1.26,0.34,0.94,0.94,0.093
7040,0.05,1.37,0.94,0.94,0.151
7041,1.58,1.21,0.73,0.73,0.104
7042,0.98,0.77,,0.52,0.185
7043,1.49,0.65,1.0,1.0,0.092
7044,1.05,0.8,0.1,0.003,0.197
7045,1.4,0.54,0.01,0.0,0.041
7046,1.03,0.57,0.71,0.71,0.005
7047,1.9,0.44,0.84,0.84,0.028
7048,0.99,0.8,0.37,0.002,0.148
7049,0.28,,0.54,0.54,0.197
7050,0.91,0.16,0.89,0.89,0.052
7051,1.69,1.35,0.63,0.63,0.106
7052,1.61,1.39,0.09,0.005,0.043
7053,0.46,0.74,0.48,0.001,0.072
7054,0.51,0.92,0.14,0.006,0.072
7055,0.66,0.04,0.82,0.82,0.097
7056,0.83,1.09,0.14,0.005,0.151
7057,1.3,1.06,0.55,0.55,0.1
7058,0.29,0.66,0.54,0.54,0.048
7059,1.57,1.17,0.62,0.62,0.09
7060,1.5,1.01,0.61,0.61,0.131
7061,0.54,1.4,0.55,0.55,0.073
7062,0.01,1.38,0.13,0.008,0.121
7063,0.8,0.25,0.64,0.64,0.096
7064,1.47,1.24,0.83,0.83,0.026
7065,1.89,1.38,0.89,0.89,0.033
7066,0.06,0.78,0.89,0.89,0.09
7067,1.14,0.92,0.02,0.006,0.019
7068,0.36,0.55,0.14,0.006,0.169
7069,1.77,1.43,0.97,0.97,0.118
7070,0.61,1.26,0.42,0.005,0.162
7071,0.46,1.4,0.41,0.008,0.108
7072,1.74,1.4,0.94,0.94,0.166
7073,1.06,1.18,0.56,0.56,0.115
7074,1.47,0.37,0.74,0.74,0.13
7075,1.58,0.13,0.97,0.97,0.17
7076,1.4,0.07,0.74,0.74,0.145
7077,0.95,0.75,0.82,0.82,0.197
7078,0.58,1.32,0.59,0.59,0.118
7079,1.58,0.96,0.31,0.009,0.057
7080,1.07,1.03,0.27,0.002,0.141
7081,0.86,1.31,0.15,0.009,0.046
7082,1.66,1.1,0.29,0.0,0.113
7083,1.04,1.06,0.5,0.5,0.038
7084,0.93,0.89,0.84,0.84,0.179
7085,1.38,1.48,0.67,0.67,0.08
7086,1.54,0.82,0.01,0.007,0.145
7087,0.58,0.62,0.36,0.005,0.006
7088,0.7,0.85,0.19,0.0,0.124
7089,0.08,0.38,0.38,0.006,0.16
7090,1.66,0.53,0.43,0.009,0.03
7091,0.73,0.64,0.47,0.007,0.089
7092,0.12,0.13,0.94,0.94,0.049
7093,1.2,1.45,0.49,0.001,0.091
7094,0.95,0.43,0.94,0.94,0.07
7095,0.08,1.5,0.1,0.002,0.107
7096,1.75,0.3,0.56,0.56,0.166
7097,1.17,0.27,0.26,0.005,0.013
7098,1.79,1.31,0.78,0.78,0.065
7099,1.78,1.17,0.28,0.002,0.035
7100,1.41,0.51,0.02,0.008,0.187
7101,0.53,0.12,0.66,0.66,0.016
7102,0.63,1.12,0.41,0.002,0.185
7103,1.52,1.04,0.29,0.009,0.149
7104,,0.05,0.52,0.52,0.19
7105,1.93,0.43,0.73,0.73,0.18
7106,0.48,0.05,0.22,0.009,0.169
7107,0.54,1.41,0.99,0.99,0.113
7108,0.64,0.43,0.46,0.002,0.059
7109,1.89,1.36,0.82,0.82,0.17
7110,0.54,1.2,0.59,0.59,0.047
7111,1.03,0.99,0.43,0.006,0.132
7112,1.84,0.22,0.13,0.004,0.035
7113,0.4,0.34,0.65,0.65,0.013
7114,0.01,0.78,0.54,0.54,0.035
7115,1.9,1.1,1.0,1.0,0.165
7116,1.46,1.46,0.76,0.76,0.083
7117,1.04,0.51,0.71,0.71,0.141
7118,0.99,0.62,0.72,0.72,0.076
7119,1.13,1.05,0.97,0.97,0.007
7120,0.59,0.4,0.88,0.88,0.097
7121,1.91,0.83,0.07,0.008,0.018
7122,0.61,1.46,0.84,0.84,0.136
7123,0.15,0.52,0.45,0.008,0.025
7124,0.67,0.75,0.08,0.001,0.034
7125,1.59,0.21,0.35,0.003,0.016
7126,1.59,0.27,0.88,0.88,0.183
7127,0.27,1.42,0.8,0.8,0.107
7128,1.53,1.3,0.93,0.93,0.075
7129,0.23,0.91,0.75,0.75,0.191
7130,0.47,0.89,0.78,0.78,0.038
7131,0.89,0.04,0.46,0.002,0.089
7132,0.07,0.73,0.06,0.001,0.157
7133,0.4,0.27,0.42,0.008,0.062
7134,1.05,0.69,0.77,0.77,0.052
7135,1.27,1.15,0.97,0.97,0.015
7136,0.72,0.53,0.35,0.007,0.03
7137,1.65,0.69,0.74,0.74,0.046
7138,1.26,1.04,0.17,0.0,0.2
7139,0.16,0.49,0.97,0.97,0.163
7140,0.1,1.38,0.26,0.005,0.033
7141,0.03,0.15,0.09,0.0,0.165
7142,1.95,0.48,0.13,0.001,0.095
7143,1.92,0.72,0.42,0.004,0.009
7144,1.48,0.54,0.73,0.73,0.126
7145,1.62,1.48,0.99,0.99,0.162
7146,1.49,1.05,0.57,0.57,0.196
7147,1.76,0.56,0.5,0.5,0.096
7148,1.98,0.51,0.93,0.93,0.152
7149,0.66,0.55,0.38,0.005,0.16
7150,0.51,0.91,0.7,0.7,0.041
7151,1.97,0.26,0.51,0.51,0.122
7152,1.57,0.11,0.52,0.52,0.018
7153,0.42,0.07,0.78,0.78,0.196
7154,1.34,0.03,0.18,0.006,0.061
7155,0.21,1.43,0.32,0.007,0.097
7156,1.93,0.18,0.49,0.008,0.04
7157,1.5,0.63,0.74,0.74,0.152
7158,1.82,,0.92,0.92,0.105
7159,1.69,0.94,0.51,0.51,0.198
7160,0.97,1.31,0.76,0.76,0.088
7161,1.33,0.63,0.74,0.74,0.132
7162,0.7,1.42,0.97,0.97,0.196
7163,0.67,1.08,,0.004,0.008
7164,1.57,1.17,0.26,0.004,0.135
7165,0.1,0.01,0.92,0.92,0.101
7166,1.98,1.32,0.86,0.86,0.034
7167,0.28,1.25,0.06,0.005,0.048
7168,1.62,1.27,0.0,0.001,0.117
7169,1.5,0.92,0.44,0.004,0.184
7170,1.31,1.16,0.72,0.72,0.156
7171,0.23,0.31,0.43,0.0,0.102
7172,1.05,0.15,0.24,0.004,0.154
7173,0.77,0.49,0.11,0.003,0.075
7174,0.99,0.08,0.52,0.52,0.022
7175,1.52,0.53,0.62,0.62,0.188
7176,1.42,0.7,0.11,0.001,0.053
7177,0.2,0.28,0.46,0.006,0.113
7178,1.18,0.47,0.42,0.009,0.087
7179,0.76,1.33,0.37,0.003,0.077
7180,0.69,0.14,0.44,0.008,0.155
7181,0.26,0.59,0.61,0.61,0.008
7182,0.93,0.62,0.35,0.004,0.198
7183,1.72,0.91,0.38,0.008,0.019
7184,0.77,,0.7,0.7,0.115
7185,1.36,0.31,0.84,0.84,0.1
7186,1.0,0.0,0.51,0.51,0.169
7187,1.48,0.45,0.59,0.59,0.053
7188,1.4,0.05,0.3,0.003,0.142
7189,0.33,0.74,0.32,0.005,0.008
7190,0.17,0.95,0.62,0.62,0.021
7191,1.18,1.1,0.38,0.005,0.044
7192,1.51,1.33,0.16,,0.004
7193,0.84,0.33,0.89,0.89,0.048
7194,0.19,1.18,0.71,0.71,0.162
7195,1.98,0.63,0.99,0.99,0.005
7196,1.12,1.15,0.69,0.69,0.121
7197,1.84,0.4,0.59,0.59,0.178
7198,1.35,0.32,0.29,0.008,0.198
7199,1.71,0.65,0.64,0.64,0.12
7200,1.31,0.33,0.58,0.58,0.113
7201,0.53,0.88,0.93,0.93,0.076
7202,1.23,0.66,0.93,0.93,0.155
7203,1.19,0.38,0.84,0.84,0.064
7204,0.38,0.61,0.2,0.001,0.03
7205,1.76,0.21,0.98,0.98,0.01
7206,1.13,1.34,0.48,0.003,0.162
7207,1.85,0.33,0.6,0.6,0.16
7208,1.45,0.11,0.19,0.004,0.133
7209,0.23,0.21,0.54,0.54,0.097
7210,0.11,0.11,0.41,0.0,0.003
7211,1.6,0.52,0.51,0.51,0.125
7212,0.83,0.59,0.85,0.85,0.025
7213,0.68,0.01,0.95,0.95,0.006
7214,0.4,1.41,0.82,0.82,0.023
7215,1.43,1.35,0.27,0.004,0.026
7216,1.23,0.52,0.62,0.62,0.022
7217,0.15,0.98,0.91,0.91,0.187
7218,1.21,1.33,0.55,0.55,0.116
7219,1.5,0.48,0.65,0.65,0.125
7220,1.56,0.25,0.54,0.54,0.023
7221,1.67,0.5,0.89,0.89,0.062
7222,1.65,1.23,0.02,0.006,0.048
7223,0.57,0.92,0.48,0.006,0.037
7224,0.24,1.19,0.27,0.003,0.13
7225,1.25,1.34,0.79,0.79,0.037
7226,0.02,1.05,0.56,0.56,0.174
7227,0.1,1.47,0.9,0.9,0.097
7228,1.81,0.0,0.0,0.003,0.12
7229,1.11,0.07,0.29,0.002,0.155
7230,1.76,0.61,0.53,0.53,0.105
7231,1.52,0.94,0.15,0.008,0.042
7232,0.9,0.28,0.19,0.001,0.059
7233,1.21,0.32,0.01,0.004,0.021
7234,0.39,1.35,1.0,1.0,0.158
7235,0.44,0.08,0.63,0.63,0.044
7236,0.84,0.64,0.46,0.002,0.074
7237,1.35,1.03,0.04,0.007,0.067
7238,1.68,1.4,0.16,0.005,0.164
7239,1.18,1.34,0.72,0.72,0.17
7240,1.95,,0.34,0.004,0.183
7241,1.34,0.69,0.77,0.77,0.11
7242,,1.32,0.62,0.62,0.103
7243,1.85,0.88,0.36,0.005,0.072
7244,0.34,0.61,0.98,0.98,0.076
7245,1.42,1.03,0.01,0.008,0.014
7246,1.97,0.12,0.52,0.52,0.121
7247,1.85,1.43,0.68,0.68,0.089
7248,1.23,0.51,0.57,0.57,0.176
7249,0.67,0.25,0.74,0.74,0.169
7250,0.28,0.93,0.82,0.82,0.175
7251,1.46,0.93,0.83,0.83,0.166
7252,1.88,0.45,0.38,0.009,0.128
7253,1.95,1.18,0.81,0.81,0.075
7254,0.24,1.23,0.0,0.008,0.196
7255,1.63,0.26,0.61,0.61,0.142
7256,0.47,0.9,0.16,0.007,0.037
7257,1.54,0.05,0.45,0.009,0.111
7258,0.88,0.12,0.87,0.87,0.143
7259,0.0,1.25,0.11,0.003,0.014
7260,0.76,0.47,0.74,0.74,0.175
7261,1.64,0.78,0.8,0.8,0.092
7262,1.58,0.57,0.6,0.6,0.146
7263,1.95,0.48,0.29,0.002,0.174
7264,1.81,0.92,0.7,0.7,0.018
7265,1.22,1.23,0.96,0.96,0.142
7266,1.05,0.86,0.37,0.002,0.113
7267,0.38,0.47,0.04,0.007,0.176
7268,1.46,0.45,0.3,0.008,0.197
7269,1.52,0.67,0.68,0.68,0.105
7270,0.95,1.0,0.75,0.75,0.119
7271,1.64,1.06,0.07,0.001,0.147
7272,1.24,0.66,0.68,0.68,0.182
7273,1.43,1.39,0.11,0.0,0.118
7274,1.32,0.95,0.61,0.61,0.16
7275,0.15,1.19,0.09,0.005,0.032
7276,1.69,1.37,0.93,0.93,0.161
7277,0.8,0.91,0.15,0.008,0.05
7278,1.07,1.04,0.76,0.76,0.043
7279,0.53,1.05,0.38,0.003,
7280,0.37,0.95,0.33,0.006,0.072
7281,0.83,1.09,0.34,0.005,0.084
7282,0.16,0.39,0.41,0.006,0.037
7283,0.88,0.28,0.15,0.005,0.097
7284,0.04,0.2,0.44,0.007,0.035
7285,0.29,0.57,0.64,0.64,0.154
7286,1.04,1.36,0.72,0.72,0.161
7287,0.58,0.54,0.2,0.005,0.147
7288,0.81,0.54,0.11,0.005,0.019
7289,0.78,0.06,0.54,0.54,0.081
7290,0.11,1.22,0.52,0.52,0.176
7291,1.8,0.72,0.57,0.57,0.088
7292,0.87,0.3,0.76,0.76,0.022
7293,0.42,0.07,0.32,0.0,0.015
7294,1.83,0.04,0.84,0.84,0.11
7295,0.07,0.76,0.49,0.003,0.109
7296,1.65,0.61,,0.78,0.146
7297,0.2,0.86,0.1,0.005,0.191
7298,0.94,1.13,0.81,0.81,0.017
7299,1.77,0.78,0.22,0.005,0.053
7300,1.93,0.02,0.49,0.007,0.194
7301,0.03,0.73,0.9,0.9,0.024
7302,0.5,1.31,0.13,0.009,0.068
7303,1.56,1.47,0.97,0.97,0.166
7304,1.26,0.04,0.46,0.007,0.046
7305,1.33,0.71,0.66,0.66,0.014
7306,0.73,1.06,0.69,0.69,0.011
7307,0.88,1.13,0.5,0.5,0.03
7308,1.43,0.63,0.59,0.59,0.146
7309,0.99,0.36,0.34,0.007,0.114
7310,0.26,1.41,0.34,0.004,0.05
7311,1.58,0.43,0.98,0.98,0.187
7312,1.65,0.03,0.17,0.001,0.067
